customer_id,spend,first_month,items_in_first_month,region,loyalty_years,joining_month,promotion
0574,142.32,16.86,15,Asia/Pacific,0-1,Mar,Yes
0576,146.29,20.36,5,Americas,0-1,Sep,No
0577,142.17,13.89,8,Middle East/Africa,3-5,Nov,Yes
0579,143.16,24.18,8,Asia/Pacific,5-10,May,Yes
0580,149.2,23,8,Asia/Pacific,0-1,May,No
0582,140.22,20.4,5,Middle East/Africa,5-10,Sep,Yes
0584,150.5,22.41,13,Americas,3-5,Aug,Yes
0585,134.38,14.14,8,Europe,5-10,Nov,No
0586,137.37,16.33,15,Americas,5-10,Mar,Yes
0589,75.04,20.31,8,Europe,1-3,Jul,No
0590,136.68,16.74,14,Asia/Pacific,5-10,Mar,Yes
0591,135.64,15.19,10,Americas,5-10,Feb,Yes
0592,137.04,12.26,5,Middle East/Africa,0-1,Jan,No
0593,142.63,16.84,14,Europe,0-1,Mar,Yes
0594,148.79,23.02,8,Asia/Pacific,0-1,May,Yes
0595,77.37,23.3,8,Americas,1-3,May,Yes
0597,146.3,20.16,5,Asia/Pacific,0-1,Sep,Yes
0598,123.67,14.21,8,Middle East/Africa,10+,Nov,Yes
0599,146.19,20.27,12,Asia/Pacific,0-1,Jun,No
0600,72.74,18.65,5,Americas,1-3,Oct,Yes
0601,137.25,12.24,5,Asia/Pacific,0-1,Jan,Yes
0602,146.15,20.29,12,Americas,0-1,Jun,Yes
0603,147.83,22.21,14,Asia/Pacific,0-1,Aug,Yes
0604,142.64,16.59,15,Europe,0-1,Mar,Yes
0605,75.23,20.34,6,Europe,1-3,Sep,Yes
0608,151.38,25.24,12,Middle East/Africa,0-1,Apr,No
0609,137.36,12.59,5,Asia/Pacific,0-1,Jan,Yes
0610,134.12,14.23,8,Europe,5-10,Nov,No
0611,129.51,20.34,12,Americas,10+,Jun,Yes
0613,142.81,16.82,15,Asia/Pacific,0-1,Mar,Yes
0614,137.33,11.28,5,Americas,0-1,Jan,Yes
0615,134.79,14.12,8,Europe,5-10,Nov,Yes
0616,148.57,20.41,12,Europe,3-5,Jun,Yes
0617,151.6,25.28,11,Europe,0-1,Apr,Yes
0618,142.61,21.74,13,Europe,5-10,Aug,No
0619,153.6,25.52,11,Europe,3-5,Apr,Yes
0620,69.96,15.8,12,Asia/Pacific,1-3,Feb,No
0621,74.79,21,7,Europe,1-3,Sep,Yes
0623,151.27,23.03,8,Europe,3-5,May,Yes
0624,139.75,11.43,5,Asia/Pacific,3-5,Jan,Yes
0625,142.35,16.42,15,Europe,0-1,Mar,No
0626,77.63,24.03,8,Asia/Pacific,1-3,May,No
0627,148.44,20.22,12,Americas,3-5,Jun,No
0628,70.02,15.09,10,Americas,1-3,Feb,Yes
0630,148.82,22.69,8,Middle East/Africa,0-1,May,No
0631,131.64,11.18,5,Middle East/Africa,5-10,Jan,No
0634,142.57,17.14,14,Americas,0-1,Mar,Yes
0636,137.37,11.27,5,Americas,0-1,Jan,No
0637,134.1,14.38,8,Middle East/Africa,5-10,Nov,No
0638,140.61,20.32,7,Europe,5-10,Jul,No
0639,143.61,16.11,10,Asia/Pacific,3-5,Feb,Yes
0640,151.58,25.44,11,Asia/Pacific,0-1,Apr,Yes
0641,141.45,15.64,10,Asia/Pacific,0-1,Feb,Yes
0642,66.29,11.44,5,Middle East/Africa,1-3,Jan,No
0643,74.87,20.68,8,Asia/Pacific,1-3,Jul,No
0644,141.2,15.74,10,Americas,0-1,Feb,Yes
0645,137.45,11.93,5,Middle East/Africa,0-1,Jan,No
0647,136.92,11.27,5,Middle East/Africa,0-1,Jan,Yes
0648,74.86,21.12,8,Asia/Pacific,1-3,Jul,No
0650,151.16,22.39,14,Americas,3-5,Aug,No
0652,151.01,22.88,8,Middle East/Africa,3-5,May,No
0653,142.51,16.53,15,Europe,0-1,Mar,Yes
0654,137.24,11.6,5,Europe,0-1,Jan,Yes
0655,151.21,22.96,9,Americas,3-5,May,No
0656,150.81,22.88,8,Europe,3-5,May,Yes
0657,141.36,20.57,5,Americas,5-10,Sep,No
0660,137.33,11.46,5,Middle East/Africa,0-1,Jan,Yes
0663,134.4,14.38,8,Americas,5-10,Nov,No
0664,75.04,20.92,7,Asia/Pacific,1-3,Jul,No
0665,142.65,16.79,14,Asia/Pacific,0-1,Mar,Yes
0666,74.77,20.36,12,Asia/Pacific,1-3,Jun,No
0667,138.29,11.34,5,Middle East/Africa,0-1,Jan,Yes
0668,140.1,19.96,5,Asia/Pacific,5-10,Sep,Yes
0669,144.25,18.52,5,Middle East/Africa,0-1,Oct,No
0670,142.39,16.69,14,Middle East/Africa,0-1,Mar,Yes
0671,74.36,20.08,5,Americas,1-3,Sep,No
0672,143.07,17.13,15,Middle East/Africa,0-1,Mar,Yes
0673,129.54,20.45,5,Asia/Pacific,10+,Sep,Yes
0674,148.67,20.27,6,Asia/Pacific,3-5,Sep,Yes
0675,148.4,20.51,8,Asia/Pacific,3-5,Jul,Yes
0676,125.89,16.61,15,Asia/Pacific,10+,Mar,No
0677,149.06,23.46,8,Asia/Pacific,0-1,May,No
0678,135.4,15.17,10,Asia/Pacific,5-10,Feb,Yes
0679,151.01,22.59,15,Middle East/Africa,3-5,Aug,No
0680,150.24,22.76,12,Europe,3-5,Dec,No
0681,150.43,22.18,14,Europe,3-5,Aug,Yes
0683,148.35,21.8,13,Americas,0-1,Aug,Yes
0684,147.7,22.08,13,Europe,0-1,Aug,No
0686,147.03,20.31,7,Europe,0-1,Jul,No
0688,144.9,16.47,14,Asia/Pacific,3-5,Mar,Yes
0689,129.25,20.29,5,Asia/Pacific,10+,Sep,Yes
0690,139.5,11.23,5,Americas,3-5,Jan,Yes
0691,145.56,16.32,14,Asia/Pacific,3-5,Mar,No
0692,151.57,25.54,11,Americas,0-1,Apr,Yes
0693,144.95,16.6,15,Middle East/Africa,3-5,Mar,Yes
0694,150.92,22.89,8,Europe,3-5,May,No
0696,137.57,11.43,5,Americas,0-1,Jan,No
0697,149.19,20.28,7,Americas,3-5,Jul,No
0698,139.48,11.45,4,Europe,3-5,Jan,No
0699,129.63,20.11,12,Middle East/Africa,10+,Jun,Yes
0701,74.96,20.37,7,Middle East/Africa,1-3,Jul,No
0703,123.49,14.33,8,Asia/Pacific,10+,Nov,No
0704,71.28,16.67,15,Americas,1-3,Mar,Yes
0706,149.02,23.19,8,Middle East/Africa,0-1,May,No
0707,139.85,14.52,8,Middle East/Africa,0-1,Nov,Yes
0708,143.55,23.31,13,Americas,5-10,Aug,No
0709,140.49,20.83,8,Americas,5-10,Jul,Yes
0711,142.11,21.81,13,Middle East/Africa,5-10,Dec,Yes
0712,134.32,13.89,8,Americas,5-10,Nov,Yes
0713,146.63,18.04,6,Middle East/Africa,3-5,Oct,Yes
0714,137.29,11.66,5,Asia/Pacific,0-1,Jan,Yes
0716,147.89,22.06,13,Asia/Pacific,0-1,Aug,No
0717,140.5,20.49,12,Middle East/Africa,5-10,Jun,No
0718,144.16,18.24,5,Middle East/Africa,0-1,Oct,No
0719,142.19,21.99,13,Middle East/Africa,5-10,Dec,Yes
0720,137.62,11.42,5,Middle East/Africa,0-1,Jan,No
0721,137.26,11.1,5,Americas,0-1,Jan,Yes
0722,151.34,25.51,11,Asia/Pacific,0-1,Apr,No
0723,65.54,11.86,5,Middle East/Africa,1-3,Jan,Yes
0724,137.38,11.63,4,Middle East/Africa,0-1,Jan,Yes
0725,137.93,11.53,5,Europe,0-1,Jan,Yes
0727,146.18,20.44,12,Asia/Pacific,0-1,Jun,No
0728,129.41,20.4,5,Americas,10+,Sep,No
0729,71.19,16.73,15,Middle East/Africa,1-3,Mar,Yes
0730,137.06,11.25,5,Americas,0-1,Jan,No
0731,140.49,21.15,8,Asia/Pacific,5-10,Jul,Yes
0732,151.64,25.39,11,Asia/Pacific,0-1,Apr,Yes
0733,65.65,11.87,5,Americas,1-3,Jan,No
0734,143.39,15.21,10,Europe,3-5,Feb,Yes
0735,130.96,21.93,12,Middle East/Africa,10+,Dec,Yes
0736,144.98,16.75,15,Americas,3-5,Mar,Yes
0737,151.25,23.03,9,Asia/Pacific,3-5,May,Yes
0739,138.57,18.15,5,Asia/Pacific,5-10,Oct,No
0740,74.81,20.64,6,Europe,1-3,Sep,No
0741,142.85,16.46,14,Europe,0-1,Mar,No
0742,146.43,18.25,5,Europe,3-5,Oct,Yes
0743,137.34,13.19,5,Americas,0-1,Jan,No
0744,146.08,20.34,12,Americas,0-1,Jun,No
0745,148.65,22.76,8,Europe,0-1,May,No
0746,80.25,25.45,11,Asia/Pacific,1-3,Apr,Yes
0749,132.33,23.32,8,Americas,10+,May,No
0750,141.48,15.14,10,Asia/Pacific,0-1,Feb,No
0751,148.52,20.41,12,Americas,3-5,Jun,Yes
0752,65.75,11.44,5,Asia/Pacific,1-3,Jan,Yes
0754,132.05,23.23,8,Asia/Pacific,10+,May,No
0756,146.45,20.51,12,Americas,0-1,Jun,Yes
0757,138.3,18.37,5,Europe,5-10,Oct,No
0758,135.72,15.19,10,Americas,5-10,Feb,Yes
0759,77.6,21.9,14,Americas,1-3,Aug,No
0760,75.5,20.37,7,Europe,1-3,Jul,No
0761,74.95,20.25,12,Americas,1-3,Jun,No
0762,151.44,25.72,11,Europe,0-1,Apr,Yes
0763,74.86,20.27,12,Europe,1-3,Jun,Yes
0764,151.5,22.78,8,Asia/Pacific,3-5,May,No
0765,141.59,15.47,10,Americas,0-1,Feb,No
0767,137.71,11.65,5,Middle East/Africa,0-1,Jan,No
0770,128.01,18.35,6,Europe,10+,Oct,No
0771,148.76,22.79,14,Middle East/Africa,0-1,Aug,Yes
0772,139.31,11.53,5,Asia/Pacific,3-5,Jan,Yes
0774,74.72,20.35,12,Asia/Pacific,1-3,Jun,No
0777,141.44,15.79,10,Middle East/Africa,0-1,Feb,Yes
0778,78.55,23.33,8,Asia/Pacific,1-3,May,Yes
0779,77.77,22.58,8,Europe,1-3,May,No
0780,142.95,17,14,Asia/Pacific,0-1,Mar,Yes
0781,142.12,14.1,8,Americas,3-5,Nov,Yes
0782,138.56,18.22,6,Europe,5-10,Oct,No
0783,136.91,17.02,14,Middle East/Africa,5-10,Mar,Yes
0784,153.51,25.63,11,Middle East/Africa,3-5,Apr,Yes
0785,151.45,22.48,8,Asia/Pacific,3-5,May,No
0786,134.33,14.33,7,Middle East/Africa,5-10,Nov,Yes
0787,151.58,25.33,11,Asia/Pacific,0-1,Apr,No
0788,148.72,22.7,8,Asia/Pacific,0-1,May,Yes
0790,150.46,22.23,13,Europe,3-5,Aug,Yes
0791,142.21,21.95,13,Asia/Pacific,5-10,Aug,Yes
0792,141.11,15.37,11,Europe,0-1,Feb,Yes
0794,137.28,16.6,15,Asia/Pacific,5-10,Mar,Yes
0795,65.98,11.15,5,Middle East/Africa,1-3,Jan,No
0796,148.53,20.24,12,Middle East/Africa,3-5,Jun,Yes
0797,140.67,20.41,12,Middle East/Africa,5-10,Jun,No
0800,153.68,25.45,11,Americas,3-5,Apr,Yes
0801,146.57,18.14,6,Middle East/Africa,3-5,Oct,Yes
0803,146.25,20.34,12,Americas,0-1,Jun,No
0804,149.64,20.1,5,Middle East/Africa,3-5,Sep,Yes
0805,146.23,20.34,12,Middle East/Africa,0-1,Jun,Yes
0806,142.45,13.89,8,Middle East/Africa,3-5,Nov,Yes
0807,129.67,20,5,Americas,10+,Sep,Yes
0809,141.02,20,7,Europe,5-10,Jul,Yes
0810,127.64,18.27,6,Americas,10+,Oct,Yes
0811,146.87,18.2,6,Asia/Pacific,3-5,Oct,Yes
0812,134.22,14.13,8,Middle East/Africa,5-10,Nov,No
0813,140.84,15.6,10,Europe,0-1,Feb,No
0815,140.78,20.13,5,Asia/Pacific,5-10,Sep,Yes
0816,134.95,14.02,8,Americas,5-10,Nov,No
0817,153.6,25.57,11,Europe,3-5,Apr,No
0819,129.56,20.48,7,Europe,10+,Jul,No
0820,138.4,18.45,5,Asia/Pacific,5-10,Oct,Yes
0821,148.59,20.35,12,Americas,3-5,Jun,No
0822,148.71,20.67,7,Americas,3-5,Jul,No
0823,148.48,22.72,8,Europe,0-1,May,No
0824,148.69,22.82,8,Asia/Pacific,0-1,May,Yes
0825,135.44,15.34,10,Asia/Pacific,5-10,Feb,Yes
0826,131.16,23.06,12,Middle East/Africa,10+,Dec,Yes
0827,146.73,18.15,5,Asia/Pacific,3-5,Oct,No
0829,138.6,18.18,5,Asia/Pacific,5-10,Oct,No
0830,148.4,21.9,5,Americas,3-5,Sep,Yes
0831,123.69,14.41,8,Middle East/Africa,10+,Nov,Yes
0832,74.54,20.29,5,Americas,1-3,Sep,No
0835,144.99,16.54,14,Middle East/Africa,3-5,Mar,Yes
0836,144.46,15.47,10,Asia/Pacific,3-5,Feb,No
0837,146.44,18.27,6,Americas,3-5,Oct,No
0839,123.25,13.87,8,Americas,10+,Nov,No
0840,66.21,11.82,5,Middle East/Africa,1-3,Jan,Yes
0841,148.01,22.71,13,Europe,0-1,Aug,No
0842,66.24,11.46,5,Europe,1-3,Jan,Yes
0843,148.58,20.18,12,Americas,3-5,Jun,No
0844,146.33,20.46,12,Middle East/Africa,0-1,Jun,Yes
0845,148.14,21.93,14,Americas,0-1,Aug,Yes
0846,80.01,25.47,12,Asia/Pacific,1-3,Apr,Yes
0847,80.14,25.44,11,Middle East/Africa,1-3,Apr,No
0849,123.52,14.08,8,Americas,10+,Nov,Yes
0850,151.46,25.56,11,Americas,0-1,Apr,No
0851,142.3,22.21,14,Americas,5-10,Aug,No
0854,74.89,20.11,12,Europe,1-3,Jun,No
0855,70.85,16.71,15,Middle East/Africa,1-3,Mar,No
0857,151.13,22.43,9,Asia/Pacific,3-5,May,No
0859,75.14,20.04,8,Asia/Pacific,1-3,Jul,Yes
0860,146.47,18.19,6,Middle East/Africa,3-5,Oct,No
0862,149.58,22.8,8,Middle East/Africa,0-1,May,No
0863,142.31,14.6,8,Americas,3-5,Nov,No
0864,123.26,13.98,8,Europe,10+,Nov,Yes
0865,150.87,22.81,8,Asia/Pacific,3-5,May,No
0867,130.46,20.25,8,Americas,10+,Jul,No
0869,146.06,20.39,12,Middle East/Africa,0-1,Jun,No
0870,131.4,22.08,12,Middle East/Africa,10+,Dec,No
0873,145.6,25.4,11,Middle East/Africa,5-10,Apr,Yes
0874,148.54,20.2,12,Asia/Pacific,3-5,Jun,Yes
0875,146.1,20.15,12,Middle East/Africa,0-1,Jun,No
0876,77.41,23.58,9,Americas,1-3,May,Yes
0877,146.73,20.68,7,Americas,0-1,Jul,Yes
0878,69.84,15.6,10,Europe,1-3,Feb,No
0879,151.28,25.26,12,Middle East/Africa,0-1,Apr,No
0880,140.95,20.51,5,Americas,5-10,Sep,Yes
0881,127.56,18.03,5,Americas,10+,Oct,Yes
0882,76.55,21.86,12,Europe,1-3,Dec,Yes
0883,142.13,21.89,12,Americas,5-10,Dec,No
0884,137.48,11.58,5,Asia/Pacific,0-1,Jan,No
0887,137.66,11.17,5,Americas,0-1,Jan,Yes
0889,142.63,22.65,13,Americas,5-10,Aug,No
0890,153.73,25.5,11,Europe,3-5,Apr,No
0891,143.32,15.46,10,Middle East/Africa,3-5,Feb,No
0894,77.38,22.95,8,Americas,1-3,May,No
0895,148.46,22.52,9,Americas,0-1,May,Yes
0896,135.42,15.73,10,Americas,5-10,Feb,Yes
0897,149.49,20.39,5,Middle East/Africa,3-5,Sep,Yes
0899,140.98,21.68,7,Asia/Pacific,5-10,Jul,Yes
0900,153.78,25.28,11,Asia/Pacific,3-5,Apr,No
0901,132.07,11.72,5,Middle East/Africa,5-10,Jan,Yes
0902,127.72,18.25,5,Americas,10+,Oct,No
0903,137.08,11.78,5,Asia/Pacific,0-1,Jan,No
0904,129.32,20.51,6,Americas,10+,Sep,Yes
0905,137.54,11.22,5,Asia/Pacific,0-1,Jan,No
0908,74.77,20.2,12,Europe,1-3,Jun,No
0909,142.55,17,15,Middle East/Africa,0-1,Mar,No
0910,146.1,20.44,12,Asia/Pacific,0-1,Jun,Yes
0911,79.95,25.42,11,Middle East/Africa,1-3,Apr,Yes
0912,140.5,20.46,9,Middle East/Africa,5-10,Jul,No
0913,131.41,21.92,12,Europe,10+,Dec,No
0914,153.68,25.63,11,Asia/Pacific,3-5,Apr,Yes
0915,146.11,20.41,12,Asia/Pacific,0-1,Jun,Yes
0916,138.57,18.24,5,Middle East/Africa,5-10,Oct,No
0917,146.13,20.46,6,Europe,0-1,Sep,Yes
0918,142.38,22.87,13,Middle East/Africa,5-10,Aug,No
0920,142.72,16.95,15,Asia/Pacific,0-1,Mar,Yes
0921,129.65,20.37,12,Americas,10+,Jun,No
0922,144.41,18.21,6,Middle East/Africa,0-1,Oct,No
0924,146.53,18.45,6,Europe,3-5,Oct,No
0925,77.78,22.56,8,Asia/Pacific,1-3,May,Yes
0926,137.31,11.26,5,Americas,0-1,Jan,Yes
0927,68.61,14.77,8,Asia/Pacific,1-3,Nov,Yes
0928,129.8,20.51,12,Middle East/Africa,10+,Jun,No
0929,68.65,14.3,8,Europe,1-3,Nov,No
0930,134.87,14.21,8,Europe,5-10,Nov,Yes
0931,79.94,25.56,11,Middle East/Africa,1-3,Apr,Yes
0933,130.09,19.85,6,Americas,10+,Sep,No
0934,148.84,20.92,7,Middle East/Africa,3-5,Jul,No
0935,143.88,15.06,10,Europe,3-5,Feb,Yes
0937,151.5,25.31,11,Europe,0-1,Apr,No
0938,142.17,22.03,13,Middle East/Africa,5-10,Aug,Yes
0939,143.64,15.56,10,Middle East/Africa,3-5,Feb,No
0941,146.58,20.64,5,Europe,0-1,Sep,No
0942,137.06,16.37,15,Americas,5-10,Mar,No
0943,143.45,16.37,15,Europe,0-1,Mar,No
0944,144.05,18.2,5,Europe,0-1,Oct,Yes
0945,146.53,20.77,7,Middle East/Africa,0-1,Jul,Yes
0946,68.6,14.27,8,Americas,1-3,Nov,Yes
0947,150.71,23.12,8,Europe,3-5,May,Yes
0948,74.86,20.27,12,Middle East/Africa,1-3,Jun,No
0949,137.75,11.5,5,Asia/Pacific,0-1,Jan,Yes
0950,76.49,22.3,13,Asia/Pacific,1-3,Aug,Yes
0952,138.51,18.15,6,Americas,5-10,Oct,No
0953,80.02,25.78,11,Asia/Pacific,1-3,Apr,Yes
0954,77.57,23.3,8,Europe,1-3,May,Yes
0955,129.54,20.39,12,Asia/Pacific,10+,Jun,Yes
0956,149.28,20.36,6,Asia/Pacific,3-5,Sep,Yes
0957,150.98,23.38,8,Americas,3-5,May,Yes
0958,123.45,13.86,8,Asia/Pacific,10+,Nov,Yes
0959,148.64,20.34,12,Americas,3-5,Jun,No
0960,145.68,25.41,11,Americas,5-10,Apr,No
0961,69.86,15.48,10,Americas,1-3,Feb,No
0962,127.89,18.26,5,Americas,10+,Oct,No
0963,136.96,16.64,14,Middle East/Africa,5-10,Mar,Yes
0964,149.07,23.23,8,Americas,0-1,May,Yes
0965,124.25,13.94,8,Asia/Pacific,10+,Nov,No
0966,148.45,20.21,12,Americas,3-5,Jun,No
0967,150.96,22.33,14,Asia/Pacific,3-5,Aug,No
0968,74.95,20.69,8,Americas,1-3,Jul,No
0969,148.56,20.44,12,Europe,3-5,Jun,Yes
0971,154.05,25.6,11,Asia/Pacific,3-5,Apr,No
0972,148.28,20.66,5,Europe,3-5,Sep,No
0973,142.66,22.24,12,Europe,5-10,Dec,Yes
0974,145.04,16.47,14,Middle East/Africa,3-5,Mar,Yes
0975,144.23,18.31,6,Middle East/Africa,0-1,Oct,Yes
0976,137.48,11.35,5,Asia/Pacific,0-1,Jan,Yes
0978,143.85,15.38,11,Asia/Pacific,3-5,Feb,Yes
0980,127.57,18.21,6,Europe,10+,Oct,Yes
0981,141.32,15.41,10,Middle East/Africa,0-1,Feb,Yes
0982,132.31,23.09,8,Middle East/Africa,10+,May,Yes
0983,135.52,15.23,11,Asia/Pacific,5-10,Feb,No
0984,141.01,15.46,11,Americas,0-1,Feb,No
0985,137.47,11.2,6,Asia/Pacific,0-1,Jan,No
0986,123.28,14.62,8,Europe,10+,Nov,Yes
0988,147.05,19.93,7,Americas,0-1,Jul,No
0989,131.83,11.58,5,Asia/Pacific,5-10,Jan,Yes
0990,69.92,15.66,10,Americas,1-3,Feb,Yes
0991,146.35,20.58,7,Europe,0-1,Jul,No
0992,74.74,20.1,12,Europe,1-3,Jun,Yes
0993,140.71,20.57,5,Europe,5-10,Sep,Yes
0995,77.75,22.97,9,Europe,1-3,May,No
0996,140.08,14.53,8,Asia/Pacific,0-1,Nov,No
0998,77.06,22.85,8,Americas,1-3,May,No
1000,146,20.59,7,Americas,0-1,Jul,No
1002,79.77,25.48,11,Middle East/Africa,1-3,Apr,Yes
1003,145.68,25.35,11,Asia/Pacific,5-10,Apr,No
1004,144.05,18.11,6,Europe,0-1,Oct,No
1005,75.18,20.47,8,Americas,1-3,Jul,No
1006,131.2,22.08,12,Middle East/Africa,10+,Dec,No
1007,131.39,22.94,12,Middle East/Africa,10+,Dec,Yes
1009,137.25,10.97,5,Europe,0-1,Jan,Yes
1010,129.96,21.3,5,Middle East/Africa,10+,Sep,Yes
1012,153.5,25.57,11,Americas,3-5,Apr,No
1013,142.38,14.41,8,Europe,3-5,Nov,No
1014,146.44,20.05,12,Asia/Pacific,0-1,Jun,No
1015,79.99,25.5,11,Americas,1-3,Apr,No
1016,137.6,11.35,5,Europe,0-1,Jan,Yes
1017,148.47,20.5,5,Asia/Pacific,3-5,Sep,No
1018,141.15,14.9,10,Middle East/Africa,0-1,Feb,Yes
1020,146.31,20.24,5,Europe,0-1,Sep,No
1021,66.33,11.42,5,Asia/Pacific,1-3,Jan,No
1022,140.61,20.28,12,Asia/Pacific,5-10,Jun,No
1023,129.69,20.72,6,Americas,10+,Sep,Yes
1024,142.5,16.35,14,Middle East/Africa,0-1,Mar,No
1025,141.66,15.15,10,Europe,0-1,Feb,Yes
1027,146.22,18.29,5,Americas,3-5,Oct,Yes
1030,80.12,25.65,11,Americas,1-3,Apr,Yes
1032,131.42,22.31,12,Americas,10+,Dec,No
1033,66.11,11,6,Americas,1-3,Jan,Yes
1034,149.5,22.26,14,Europe,0-1,Aug,Yes
1035,129.45,20.19,12,Middle East/Africa,10+,Jun,No
1036,148.42,22.55,14,Middle East/Africa,0-1,Aug,Yes
1037,148.58,20.24,12,Americas,3-5,Jun,No
1038,137.77,11.81,5,Asia/Pacific,0-1,Jan,No
1041,74.87,20.28,12,Asia/Pacific,1-3,Jun,No
1043,142.6,16.67,15,Americas,0-1,Mar,Yes
1044,137.2,16.72,15,Middle East/Africa,5-10,Mar,Yes
1045,76.51,22.14,14,Middle East/Africa,1-3,Aug,No
1046,153.63,25.55,11,Americas,3-5,Apr,No
1047,129.71,20.37,12,Americas,10+,Jun,No
1048,123.75,13.91,8,Middle East/Africa,10+,Nov,Yes
1050,137.2,11.54,5,Middle East/Africa,0-1,Jan,No
1051,140.26,20.06,5,Middle East/Africa,5-10,Sep,Yes
1053,151.27,25.56,12,Europe,0-1,Apr,Yes
1054,143.15,22.68,9,Europe,5-10,May,Yes
1055,140.34,20.21,7,Europe,5-10,Jul,Yes
1056,141.53,15.01,10,Middle East/Africa,0-1,Feb,Yes
1057,65.95,11.38,5,Middle East/Africa,1-3,Jan,Yes
1059,131.17,22.47,12,Americas,10+,Dec,Yes
1060,141.47,15.14,10,Asia/Pacific,0-1,Feb,Yes
1061,71.08,16.51,15,Asia/Pacific,1-3,Mar,Yes
1062,141,20.58,7,Americas,5-10,Jul,No
1063,77.74,22.63,8,Asia/Pacific,1-3,May,No
1064,72.93,18.47,5,Asia/Pacific,1-3,Oct,Yes
1065,146.19,20.27,12,Americas,0-1,Jun,No
1066,148.41,20.42,7,Europe,3-5,Jul,No
1067,148.03,21.94,14,Asia/Pacific,0-1,Aug,Yes
1068,153.85,25.57,11,Americas,3-5,Apr,Yes
1070,132.18,23.39,8,Asia/Pacific,10+,May,No
1071,77.8,22.66,9,Americas,1-3,May,No
1072,130.03,20,5,Asia/Pacific,10+,Sep,No
1073,137.11,11.54,5,Americas,0-1,Jan,No
1075,127.98,18.32,5,Americas,10+,Oct,No
1076,138.24,11.83,6,Americas,0-1,Jan,Yes
1077,147.93,20.26,6,Europe,3-5,Sep,No
1078,69.02,14.36,8,Asia/Pacific,1-3,Nov,No
1079,71.06,16.55,14,Americas,1-3,Mar,Yes
1080,129.57,20.01,5,Asia/Pacific,10+,Sep,No
1082,142.07,22.15,12,Middle East/Africa,5-10,Dec,No
1083,142.9,22.65,9,Europe,5-10,May,No
1084,134.81,25.44,11,Middle East/Africa,10+,Apr,Yes
1085,148.6,20.27,12,Europe,3-5,Jun,No
1086,151.5,23.9,8,Middle East/Africa,3-5,May,Yes
1087,130.29,19.99,8,Middle East/Africa,10+,Jul,No
1088,145.32,16.97,14,Asia/Pacific,3-5,Mar,No
1089,146.47,20.67,5,Asia/Pacific,0-1,Sep,Yes
1090,148.84,20.84,5,Americas,3-5,Sep,No
1091,145.1,16.85,15,Americas,3-5,Mar,Yes
1092,123.46,14.15,8,Europe,10+,Nov,No
1093,151.47,25.49,11,Americas,0-1,Apr,No
1094,143.17,22.98,9,Americas,5-10,May,No
1095,148.21,22.27,12,Europe,0-1,Dec,No
1096,136.15,15.34,10,Europe,5-10,Feb,No
1097,143.01,22.63,13,Americas,5-10,Aug,Yes
1098,137.31,12.03,5,Asia/Pacific,0-1,Jan,Yes
1099,141.18,15.63,10,Americas,0-1,Feb,Yes
1100,127.79,18.07,5,Middle East/Africa,10+,Oct,Yes
1101,136.85,11.64,5,Middle East/Africa,0-1,Jan,No
1102,139.35,11.41,5,Asia/Pacific,3-5,Jan,No
1103,141.02,20.26,7,Asia/Pacific,5-10,Jul,No
1105,141.86,15.48,10,Asia/Pacific,0-1,Feb,Yes
1106,143.73,15.45,10,Middle East/Africa,3-5,Feb,Yes
1107,138.22,11.56,4,Asia/Pacific,0-1,Jan,Yes
1108,129.62,20.24,12,Asia/Pacific,10+,Jun,Yes
1109,76.49,22.23,12,Americas,1-3,Dec,No
1110,137,11.62,5,Europe,0-1,Jan,Yes
1113,143.68,23.09,8,Americas,5-10,May,Yes
1114,146.39,19.7,5,Middle East/Africa,0-1,Sep,Yes
1115,138.48,18.55,5,Asia/Pacific,5-10,Oct,Yes
1116,146.26,20.16,12,Asia/Pacific,0-1,Jun,No
1117,129.44,20.48,6,Americas,10+,Sep,Yes
1118,148.51,22.1,13,Asia/Pacific,0-1,Aug,Yes
1119,137.62,11.54,5,Middle East/Africa,0-1,Jan,No
1121,71.1,16.44,15,Asia/Pacific,1-3,Mar,Yes
1124,79.99,25.29,11,Americas,1-3,Apr,Yes
1125,140.71,20.37,8,Middle East/Africa,5-10,Jul,Yes
1129,70.15,15.43,10,Americas,1-3,Feb,No
1130,74.75,20.44,12,Americas,1-3,Jun,No
1131,135.66,14.8,10,Americas,5-10,Feb,No
1132,138.55,18.4,5,Europe,5-10,Oct,No
1133,137.08,11.86,6,Middle East/Africa,0-1,Jan,Yes
1134,142.35,22.81,14,Americas,5-10,Aug,Yes
1135,141.81,15.69,11,Europe,0-1,Feb,No
1137,132.1,23.1,10,Europe,10+,May,Yes
1138,153.55,25.39,11,Europe,3-5,Apr,No
1140,153.71,25.58,11,Americas,3-5,Apr,No
1141,137.07,11.71,5,Europe,0-1,Jan,Yes
1142,146.52,18.27,6,Middle East/Africa,3-5,Oct,Yes
1143,145.71,25.75,11,Asia/Pacific,5-10,Apr,No
1144,148.55,20.13,12,Europe,3-5,Jun,Yes
1147,77.94,23.08,8,Americas,1-3,May,Yes
1148,135.45,15.49,10,Asia/Pacific,5-10,Feb,No
1149,151.56,25.52,11,Middle East/Africa,0-1,Apr,Yes
1150,131.8,21.71,13,Europe,10+,Aug,Yes
1152,77.49,22.58,13,Asia/Pacific,1-3,Aug,Yes
