customer_id,spend,first_month,items_in_first_month,region,loyalty_years,joining_month,promotion
0465,115.81,24.77,8,Middle East/Africa,0-1,Apr,Yes
0466,136.39,20.52,11,Europe,5-10,Jun,YES
0467,126.87,16.79,5,Europe,1-3,Mar,No
0468,123.29,25.78,8,Asia/Pacific,10+,Dec,Yes
0469,106.57,.,14,Americas,0-1,NA,Yes
0470,129.95,13.74,13,Europe,5-10,Oct,Yes
0471,107.69,16.78,5,Middle East/Africa,0-1,NA,No
0472,119.97,21.38,14,Middle East/Africa,10+,Sep,Yes
0473,123.84,13.54,13,Middle East/Africa,1-3,Oct,NO
0474,127.3,21.44,7,Middle East/Africa,3-5,May,No
0475,141.52,24.9,7,Middle East/Africa,5-10,NA,Yes
0476,126.88,.,9,Middle East/Africa,3-5,Jan,Yes
0477,127.19,16.84,6,Americas,1-3,Mar,No
0478,111.89,21.33,9,Asia/Pacific,0-1,Jan,No
0479,121.56,.,6,Europe,3-5,Nov,YES
0480,111.54,20.6,11,Americas,0-1,Jun,Yes
0481,106.4,15.98,14,Europe,0-1,Feb,Yes
0482,112.09,.,9,Americas,0-1,Jan,Yes
0483,123.18,25,6,Americas,10+,Dec,Yes
0484,112.17,21.08,9,Americas,0-1,NA,Yes
0485,106.94,17,9,Asia/Pacific,0-1,Aug,No
0486,107.36,15.81,14,Middle East/Africa,0-1,Feb,Yes
0487,137.53,21.4,14,Asia/Pacific,5-10,Sep,Yes
0488,136.07,19.44,8,Europe,5-10,Jul,Yes
0489,109.77,19.05,7,Asia/Pacific,0-1,Jul,Yes
0490,129.93,13.88,13,Asia/Pacific,5-10,Oct,Yes
0491,131.6,21.28,7,Europe,1-3,May,Yes
0492,111.34,20.7,11,Asia/Pacific,0-1,Jun,Yes
0493,112.18,21.39,14,Americas,0-1,Sep,No
0494,135.09,19.99,7,Middle East/Africa,5-10,Jul,No
0495,107.92,16.58,5,Asia/Pacific,0-1,Mar,No
0496,131.88,21.4,7,Americas,1-3,May,Yes
0497,131.43,20.9,9,Americas,1-3,Jan,No
0498,132.57,16.2,9,Americas,5-10,Aug,Yes
0499,126.94,21.08,9,Asia/Pacific,3-5,Jan,Yes
0500,127.07,.,7,Middle East/Africa,3-5,May,No
0501,137.73,21.21,13,Middle East/Africa,5-10,NA,No
0502,106.83,17,11,Asia/Pacific,0-1,Aug,Yes
0503,126.31,15.75,14,Europe,1-3,Feb,No
0504,121.23,16.05,7,Middle East/Africa,3-5,Nov,No
0505,110.97,20.5,12,Europe,0-1,Jun,YES
0506,126.02,15.63,14,Middle East/Africa,1-3,Feb,No
0507,112.14,21.25,9,Middle East/Africa,0-1,Jan,Yes
0508,125.68,19.21,7,Asia/Pacific,3-5,Jul,Yes
0509,112.25,21.27,13,Americas,0-1,Sep,No
0510,124.7,19.45,7,Middle East/Africa,3-5,Jul,Yes
0511,121.45,15.2,6,Americas,3-5,Nov,No
0512,120.93,16.4,6,Middle East/Africa,3-5,Nov,Yes
0513,121.44,15.06,6,Asia/Pacific,3-5,Nov,No
0514,115.8,25.14,8,Asia/Pacific,0-1,Apr,Yes
0515,106.95,15.57,14,Europe,0-1,Feb,No
0516,112.03,21.18,9,Americas,0-1,Jan,No
0517,126.13,20.84,11,Europe,3-5,Jun,No
0518,127.04,.,14,Europe,3-5,Sep,No
0519,137.1,20.93,11,Americas,5-10,Jun,No
0520,111.9,21.01,9,Europe,0-1,Jan,No
0521,131.64,.,13,Middle East/Africa,1-3,Sep,Yes
0522,112.1,21.28,9,Middle East/Africa,0-1,Jan,No
0523,131.63,21.52,7,Europe,1-3,May,No
0524,111.9,21.14,9,Asia/Pacific,0-1,Jan,No
0525,112.14,21.28,9,Europe,0-1,Jan,Yes
0526,141.69,24.81,8,Europe,5-10,Dec,Yes
0527,131.62,21.39,7,Americas,1-3,May,No
0528,115.8,25.57,8,Asia/Pacific,0-1,Apr,YES
0529,126.94,22.1,11,Middle East/Africa,3-5,Jun,YES
0530,106.91,15.89,14,Middle East/Africa,0-1,Feb,Yes
0531,115.28,25.4,8,Asia/Pacific,0-1,NA,Yes
0532,127.16,21.63,7,Middle East/Africa,3-5,May,YES
0533,111.78,20.94,9,Americas,0-1,Jan,Yes
0534,125.83,20.28,7,Europe,3-5,Jul,Yes
0535,134.13,16.72,9,Europe,5-10,Aug,Yes
0536,114.44,15.2,6,Asia/Pacific,10+,Nov,Yes
0537,130.05,19.39,7,Middle East/Africa,1-3,Jul,No
0538,125.37,15.95,6,Asia/Pacific,1-3,Nov,NO
0539,112.25,21.47,14,Middle East/Africa,0-1,Sep,No
0540,126.01,.,14,Europe,1-3,Feb,No
0541,118.75,20.41,11,Europe,10+,Jun,No
0542,127.26,21.39,14,Europe,3-5,Sep,Yes
0543,132.28,16.31,14,Europe,5-10,Feb,Yes
0544,131.67,.,7,Middle East/Africa,1-3,May,No
0545,126.3,15.85,14,Middle East/Africa,1-3,Feb,Yes
0546,126.42,16.21,9,Americas,1-3,NA,No
0547,111.81,20.94,9,Americas,0-1,Jan,Yes
0548,119.92,.,14,Europe,10+,Sep,No
0549,112.07,.,9,Europe,0-1,Jan,NO
0550,136.32,20.13,12,Asia/Pacific,5-10,Jun,No
0551,137.9,21.63,14,Middle East/Africa,5-10,Sep,Yes
0552,125.98,22.39,11,Europe,3-5,Jun,Yes
0553,114.35,15.27,6,Americas,10+,NA,Yes
0554,112.5,.,7,Europe,0-1,May,Yes
0555,112.36,21.33,7,Americas,0-1,May,Yes
0556,130.02,13.53,13,Middle East/Africa,5-10,Oct,Yes
0557,106.59,15.91,14,Europe,0-1,Feb,NO
0558,133.38,16.2,8,Asia/Pacific,5-10,Aug,Yes
0559,123.39,24.64,7,Europe,10+,Dec,No
0560,126.58,20.35,12,Europe,3-5,Jun,No
0561,122.08,16.54,9,Middle East/Africa,3-5,Aug,No
0562,134.57,.,8,Asia/Pacific,1-3,Apr,No
0563,106.63,15.29,6,Europe,0-1,NA,No
0564,112.36,.,14,Americas,0-1,Sep,Yes
0565,127.01,21.33,13,Asia/Pacific,3-5,Sep,YES
0566,140.92,24.39,8,Asia/Pacific,5-10,Apr,No
0567,107.64,16.84,5,Middle East/Africa,0-1,Mar,No
0568,141.15,24.57,8,Americas,5-10,Apr,No
0569,107.12,15.94,10,Europe,0-1,Aug,Yes
0570,129.95,.,14,Europe,5-10,NA,Yes
0571,134.83,24.8,8,Asia/Pacific,1-3,Apr,No
0572,131.68,16.08,5,Americas,5-10,Nov,No
0573,126.91,21.09,9,Middle East/Africa,3-5,Jan,Yes
0574,126.79,16.78,5,Americas,1-3,Mar,Yes
0575,126.92,20.88,9,Asia/Pacific,3-5,Jan,No
0576,107.02,15.61,14,Americas,0-1,NA,YES
0577,127.22,21.21,13,Middle East/Africa,3-5,Sep,Yes
0578,123.84,13.56,13,Asia/Pacific,1-3,Oct,Yes
0579,106.65,15.99,14,Europe,0-1,Feb,No
0580,112.04,.,9,Americas,0-1,Jan,Yes
0581,140.75,24.36,8,Asia/Pacific,5-10,Apr,Yes
0582,111.88,13.41,13,Americas,10+,Oct,No
0583,115.59,24.4,8,Middle East/Africa,0-1,Apr,No
0584,133.75,18.29,9,Asia/Pacific,5-10,Aug,No
0585,125.53,19.13,7,Europe,3-5,Jul,No
0586,127.22,.,13,Middle East/Africa,3-5,Sep,No
0587,110.31,19.5,8,Middle East/Africa,0-1,Jul,Yes
0588,134.42,26.14,8,Europe,1-3,Apr,Yes
0589,135.12,.,8,Americas,1-3,Apr,Yes
0590,107.83,16.74,5,Middle East/Africa,0-1,Mar,Yes
0591,115.7,24.77,8,Asia/Pacific,0-1,Apr,Yes
0592,131.54,21.29,7,Asia/Pacific,1-3,NA,No
0593,130.99,19.2,7,Asia/Pacific,1-3,Jul,No
0594,115.26,24.4,8,Americas,0-1,Apr,No
0595,130.1,13.64,13,Americas,5-10,Oct,Yes
0596,121.54,15.61,5,Americas,3-5,Nov,No
0597,114.7,16.37,9,Americas,10+,Aug,No
0598,136.51,21.73,7,Middle East/Africa,5-10,Jul,NO
0599,127.23,21.49,14,Asia/Pacific,3-5,Sep,Yes
0600,122.3,16.86,10,Americas,3-5,Aug,No
0601,137.61,21.29,7,Americas,5-10,May,No
0602,115.8,24.36,8,Europe,0-1,Apr,No
0603,106.7,15.57,14,Asia/Pacific,0-1,NA,No
0604,122.6,16.86,5,Europe,3-5,Mar,Yes
0605,131.77,21.23,14,Europe,1-3,Sep,Yes
0606,122.74,17.01,5,Middle East/Africa,3-5,Mar,Yes
0607,107.77,16.71,5,Middle East/Africa,0-1,Mar,No
0608,129.95,13.6,13,Americas,5-10,NA,No
0609,116.13,.,8,Americas,0-1,Apr,No
0610,137.86,.,7,Middle East/Africa,5-10,May,NO
0611,112.16,21.38,14,Europe,0-1,Sep,Yes
0612,123.87,13.54,13,Europe,1-3,Oct,No
0613,131.61,21.55,7,Europe,1-3,May,Yes
0614,126.7,15.71,14,Americas,1-3,Feb,NO
0615,141.25,25.28,8,Middle East/Africa,5-10,Apr,YES
0616,115.52,24.65,8,Americas,0-1,NA,No
0617,111.85,21.14,9,Americas,0-1,Jan,Yes
0618,126.08,20.41,11,Asia/Pacific,3-5,Jun,Yes
0619,106.75,15.86,14,Middle East/Africa,0-1,Feb,No
0620,111.84,21.21,9,Americas,0-1,Jan,Yes
0621,127.03,21.12,9,Americas,3-5,Jan,No
0622,112.14,20.86,9,Americas,0-1,Jan,No
0623,111.97,21.09,9,Asia/Pacific,0-1,Jan,No
0624,123.12,24.55,8,Middle East/Africa,10+,Apr,Yes
0625,110.76,19.52,7,Asia/Pacific,0-1,Jul,Yes
0626,122.61,16.77,5,Middle East/Africa,3-5,Mar,No
0627,118.51,20.09,11,Middle East/Africa,10+,Jun,Yes
0628,106.96,16.1,9,Europe,0-1,Aug,Yes
0629,111.91,19.92,12,Americas,0-1,Jun,No
0630,141.02,24.41,8,Americas,5-10,Apr,No
0631,121.32,15.33,5,Europe,3-5,Nov,No
0632,110.7,19.95,11,Middle East/Africa,0-1,Jun,Yes
0633,132.56,15.89,14,Americas,5-10,Feb,Yes
0634,120.02,21.48,7,Americas,10+,May,No
0635,111.96,21.06,9,Asia/Pacific,0-1,Jan,Yes
0636,133.19,16.77,5,Asia/Pacific,5-10,NA,No
0637,107.57,16.58,5,Middle East/Africa,0-1,NA,NO
0638,112.35,21.53,7,Europe,0-1,May,Yes
0639,107.3,16.13,9,Europe,0-1,Aug,No
0640,112.39,21.67,13,Americas,0-1,Sep,Yes
0641,115.13,16.38,5,Americas,10+,Nov,No
0642,112.18,21.06,9,Americas,0-1,Jan,Yes
0643,131.56,21.18,13,Asia/Pacific,1-3,Sep,Yes
0644,137.77,20.35,11,Middle East/Africa,5-10,Jun,NO
0645,111.83,21.28,9,Europe,0-1,Jan,Yes
0646,112,21.06,13,Europe,0-1,NA,NO
0647,126.16,15.5,5,Asia/Pacific,1-3,Nov,No
0648,127.06,21.5,13,Americas,3-5,Sep,No
0649,129.91,13.41,13,Americas,5-10,NA,No
0650,126.19,17.15,9,Asia/Pacific,1-3,NA,No
0651,122.13,17.74,9,Europe,3-5,Aug,No
0652,130.33,25.6,8,Americas,3-5,Apr,No
0653,131.72,21.6,8,Americas,1-3,May,No
0654,126.25,20.3,11,Asia/Pacific,3-5,Jun,No
0655,111.17,20.52,7,Americas,0-1,NA,No
0656,116.66,24.61,8,Europe,0-1,Apr,No
0657,127.15,16.66,5,Americas,1-3,Mar,Yes
0658,107.76,16.86,5,Americas,0-1,Mar,Yes
0659,130.92,.,7,Europe,3-5,Dec,YES
0660,137.83,21.43,7,Europe,5-10,May,No
0661,126.3,15.73,14,Middle East/Africa,1-3,Feb,Yes
0662,131.54,21.36,7,Asia/Pacific,1-3,May,No
0663,127.57,21.52,7,Asia/Pacific,3-5,May,Yes
0664,112.3,21.6,7,Americas,0-1,May,No
0665,125.98,.,8,Asia/Pacific,3-5,Jul,No
0666,111.62,20.48,11,Middle East/Africa,0-1,Jun,No
0667,126.05,20.37,12,Middle East/Africa,3-5,Jun,Yes
0668,124.92,19.19,7,Asia/Pacific,3-5,Jul,Yes
0669,112.17,21.22,9,Asia/Pacific,0-1,Jan,Yes
0670,126.81,15.54,5,Europe,1-3,Nov,No
0671,130.09,13.72,14,Middle East/Africa,5-10,Oct,Yes
0672,131.71,21.38,7,Americas,1-3,May,No
0673,112.45,21.44,7,Europe,0-1,May,Yes
0674,123.85,13.72,13,Asia/Pacific,1-3,Oct,Yes
0675,119.97,.,7,Europe,10+,May,No
0676,123.5,24.66,8,Asia/Pacific,10+,Dec,Yes
0677,115.76,24.89,8,Americas,0-1,Apr,No
0678,106.89,15.69,14,Americas,0-1,Feb,Yes
0679,130.68,20.2,11,Asia/Pacific,1-3,Jun,Yes
0680,123.2,24.64,7,Europe,10+,Dec,No
0681,132.18,15.52,6,Americas,5-10,Nov,No
0682,126.83,17.79,9,Asia/Pacific,1-3,Aug,Yes
0683,112.38,21.42,7,Asia/Pacific,0-1,May,Yes
0684,132.32,15.67,5,Americas,5-10,Nov,Yes
0685,114.4,15.76,6,Asia/Pacific,10+,Nov,No
0686,111.73,21.2,8,Americas,0-1,Jan,Yes
0687,112.27,21.14,9,Americas,0-1,Jan,Yes
0688,141.33,25.74,8,Americas,5-10,Apr,YES
0689,119.38,13.65,13,Europe,3-5,Oct,Yes
0690,131.73,21.37,7,Americas,1-3,May,No
0691,112.03,20.98,9,Americas,0-1,Jan,Yes
0692,121.92,.,8,Americas,3-5,Aug,No
0693,107.64,16.72,5,Middle East/Africa,0-1,Mar,No
0694,137.63,21.44,14,Middle East/Africa,5-10,NA,No
0695,107.66,.,5,Asia/Pacific,0-1,NA,Yes
0696,131.07,21.33,9,Middle East/Africa,1-3,Jan,Yes
0697,110.86,20.49,12,Americas,0-1,Jun,YES
0698,129.89,13.51,13,Middle East/Africa,5-10,Oct,No
0699,135.32,25.9,8,Americas,1-3,Apr,No
0700,130.13,19.93,12,Asia/Pacific,1-3,Jun,No
0701,126.1,15.83,14,Europe,1-3,Feb,Yes
0702,131.57,.,7,Asia/Pacific,1-3,May,No
0703,112.18,21.18,13,Americas,0-1,Sep,NO
0704,112.22,21.02,9,Middle East/Africa,0-1,Jan,No
0705,123.28,16.47,9,Europe,3-5,Aug,No
0706,107.56,.,5,Americas,0-1,NA,YES
0707,141,24.92,7,Middle East/Africa,5-10,Dec,No
0708,125.7,20,12,Asia/Pacific,3-5,NA,NO
0709,123.71,24.83,7,Middle East/Africa,10+,Dec,Yes
0710,131.62,.,14,Europe,1-3,Sep,Yes
0711,107.26,16.3,8,Americas,0-1,Aug,Yes
0712,114.82,16.9,9,Americas,10+,Aug,No
0713,126.13,.,11,Asia/Pacific,3-5,Jun,Yes
0714,112.34,21.35,7,Europe,0-1,May,No
0715,112.6,21.09,9,Europe,0-1,Jan,No
0716,106.41,16.72,7,Europe,0-1,Nov,No
0717,135.36,19.18,7,Middle East/Africa,5-10,Jul,Yes
0718,112.1,21.32,14,Asia/Pacific,0-1,Sep,NO
0719,136.55,20.29,11,Europe,5-10,Jun,Yes
0720,119.16,13.71,13,Middle East/Africa,3-5,Oct,Yes
0721,126.24,16.68,9,Europe,1-3,Aug,Yes
0722,126.95,21.06,9,Europe,3-5,Jan,No
0723,137.57,21.33,14,Middle East/Africa,5-10,Sep,Yes
0724,132.68,16.88,9,Europe,5-10,Aug,No
0725,130.33,19.3,7,Asia/Pacific,1-3,Jul,YES
0726,131.77,15.58,6,Middle East/Africa,5-10,Nov,No
0727,112.35,21.21,14,Europe,0-1,Sep,No
0728,131.5,21.49,13,Asia/Pacific,1-3,Sep,No
0729,141.82,25.04,8,Asia/Pacific,5-10,Dec,No
0730,115.7,24.36,8,Asia/Pacific,0-1,Apr,No
0731,130.3,24.37,9,Americas,3-5,Apr,No
0732,130.25,24.7,8,Americas,3-5,Apr,Yes
0733,111.13,20.38,12,Asia/Pacific,0-1,Jun,Yes
0734,107.36,15.72,14,Middle East/Africa,0-1,Feb,No
0735,114.2,15.25,5,Asia/Pacific,10+,NA,No
0736,107.29,15.8,14,Europe,0-1,Feb,No
0737,137.81,21.61,7,Middle East/Africa,5-10,May,Yes
0738,127.03,21.4,9,Americas,3-5,Jan,Yes
0739,120.1,21.07,14,Europe,10+,Sep,Yes
0740,116.24,25.18,7,Americas,0-1,Dec,Yes
0741,133.07,16.92,5,Europe,5-10,Mar,No
0742,129.89,13.56,13,Asia/Pacific,5-10,Oct,No
0743,125,19.06,7,Europe,3-5,Jul,No
0744,112.01,13.42,13,Middle East/Africa,10+,Oct,Yes
0745,127.09,21.53,7,Americas,3-5,May,Yes
0746,107.57,16.89,5,Europe,0-1,Mar,Yes
0747,127.39,21.18,13,Europe,3-5,Sep,Yes
0748,119.41,13.69,14,Americas,3-5,Oct,Yes
0749,125.73,15.89,5,Europe,1-3,Nov,NO
0750,132.52,16.56,8,Asia/Pacific,5-10,Aug,Yes
0751,130.35,.,11,Middle East/Africa,1-3,Jun,No
0752,131.79,.,9,Middle East/Africa,1-3,Jan,Yes
0753,107,15.89,14,Americas,0-1,Feb,Yes
0754,111.69,21.03,9,Europe,0-1,Jan,No
0755,127.02,.,5,Europe,1-3,Mar,Yes
0756,137.2,21.91,11,Asia/Pacific,5-10,Jun,Yes
0757,130.23,20.05,12,Middle East/Africa,1-3,Jun,No
0758,141.15,24.79,7,Middle East/Africa,5-10,Dec,Yes
0759,104.32,13.51,13,Americas,0-1,NA,No
0760,112.24,21.37,14,Europe,0-1,Sep,No
0761,129.12,18.93,8,Middle East/Africa,1-3,Jul,Yes
0762,126.46,15.84,14,Europe,1-3,Feb,YES
0763,137.62,21.39,14,Americas,5-10,Sep,No
0764,114.46,15.56,14,Middle East/Africa,10+,Feb,No
0765,141.18,25.27,8,Europe,5-10,NA,No
0766,126.46,15.67,14,Americas,1-3,Feb,Yes
0767,117.75,19.97,7,Middle East/Africa,10+,Jul,NO
0768,127.03,16.95,5,Europe,1-3,Mar,Yes
0769,110.61,19.61,7,Middle East/Africa,0-1,NA,Yes
0770,121.86,16.29,9,Americas,3-5,Aug,No
0771,110.5,19.11,7,Asia/Pacific,0-1,Jul,Yes
0772,126.87,16.82,5,Asia/Pacific,1-3,Mar,Yes
0773,134.7,25.29,8,Asia/Pacific,1-3,Apr,No
0774,131.67,21.49,7,Americas,1-3,May,No
0775,106.56,15.75,14,Middle East/Africa,0-1,Feb,No
0776,132.24,16.76,9,Americas,5-10,Aug,No
0777,111.92,.,9,Asia/Pacific,0-1,Jan,No
0778,107.59,16.84,5,Middle East/Africa,0-1,Mar,Yes
0779,129.36,20.08,7,Americas,1-3,NA,No
0780,107.6,16.85,5,Asia/Pacific,0-1,Mar,Yes
0781,112.07,.,9,Asia/Pacific,0-1,Jan,No
0782,131.31,.,9,Asia/Pacific,1-3,Jan,Yes
0783,137.8,21.53,7,Europe,5-10,May,Yes
0784,106.82,15.87,14,Americas,0-1,Feb,Yes
0785,112,21.16,9,Europe,0-1,Jan,Yes
0786,123.85,13.52,13,Middle East/Africa,1-3,NA,YES
0787,112.1,13.54,13,Asia/Pacific,10+,Oct,No
0788,106.69,15.92,14,Americas,0-1,Feb,Yes
0789,111.81,21.1,9,Europe,0-1,Jan,No
0790,135.53,19.51,7,Middle East/Africa,5-10,Jul,No
0791,109.73,19.29,7,Americas,0-1,Jul,Yes
0792,121.13,15.59,5,Americas,3-5,Nov,No
0793,134.86,24.44,8,Americas,1-3,Apr,No
0794,119.45,13.62,13,Middle East/Africa,3-5,Oct,No
0795,121.83,15.38,6,Middle East/Africa,3-5,NA,No
0796,140.81,24.36,8,Europe,5-10,NA,No
0797,131.16,21.07,9,Middle East/Africa,1-3,Jan,Yes
0798,111.96,.,9,Asia/Pacific,0-1,Jan,NO
0799,116.11,24.38,8,Asia/Pacific,0-1,Apr,No
0800,127.23,21.51,7,Asia/Pacific,3-5,May,Yes
0801,111.94,21.38,9,Americas,0-1,NA,Yes
0802,111.27,20.13,11,Middle East/Africa,0-1,Jun,No
0803,107.06,16.18,14,Americas,0-1,Feb,No
0804,111.86,20.97,9,Europe,0-1,Jan,No
0805,133.51,17.44,9,Europe,5-10,Aug,Yes
0806,121.58,15.92,14,Europe,3-5,Feb,No
0807,121.76,.,14,Middle East/Africa,3-5,Feb,Yes
0808,111.82,21.06,9,Middle East/Africa,0-1,Jan,Yes
0809,112,.,9,Europe,0-1,NA,Yes
0810,135.96,20.93,8,Middle East/Africa,5-10,Jul,No
0811,140.92,24.42,7,Asia/Pacific,5-10,Dec,Yes
0812,121.45,15.94,14,Americas,3-5,Feb,Yes
0813,141.74,25.7,7,Asia/Pacific,5-10,Dec,Yes
0814,113.82,15.68,6,Americas,10+,Nov,No
0815,138.07,.,7,Europe,5-10,Jul,No
0816,130.17,13.32,13,Asia/Pacific,5-10,Oct,No
0817,112.12,21.38,13,Americas,0-1,Sep,No
0818,129.91,13.67,13,Asia/Pacific,5-10,Oct,Yes
0819,112.31,21.48,7,Americas,0-1,May,Yes
0820,131.64,21.45,7,Middle East/Africa,1-3,NA,Yes
0821,114.52,15.95,9,Europe,10+,Aug,YES
0822,129.71,19.54,8,Europe,1-3,Jul,Yes
0823,132.77,16.49,9,Middle East/Africa,5-10,Aug,Yes
0824,111.94,21.24,9,Europe,0-1,Jan,No
0825,126.17,15.52,14,Middle East/Africa,1-3,Feb,Yes
0826,123.7,13.35,13,Americas,1-3,Oct,No
0827,129.28,19.06,7,Americas,1-3,Jul,No
0828,126.32,20.53,11,Middle East/Africa,3-5,Jun,YES
0829,125.19,19.12,8,Americas,3-5,Jul,Yes
0830,137.79,20.97,14,Middle East/Africa,5-10,Sep,Yes
0831,107.63,16.68,5,Americas,0-1,Mar,No
0832,106.71,16.46,14,Americas,0-1,Feb,Yes
0833,123.73,13.57,13,Asia/Pacific,1-3,Oct,Yes
0834,109.71,19.22,7,Americas,0-1,Jul,No
0835,114.86,20.93,8,Asia/Pacific,10+,Aug,NO
0836,125.39,15.66,5,Americas,1-3,Nov,No
0837,125.37,19.26,7,Middle East/Africa,3-5,NA,No
0838,122.8,17.73,8,Asia/Pacific,3-5,Aug,No
0839,119.44,13.58,13,Asia/Pacific,3-5,Oct,No
0840,141.09,25.56,7,Middle East/Africa,5-10,NA,Yes
0841,111.92,21.3,9,Asia/Pacific,0-1,Jan,No
0842,127.34,21.16,8,Asia/Pacific,3-5,May,No
0843,119.37,13.57,13,Europe,3-5,Oct,No
0844,115.3,25.29,8,Europe,0-1,Apr,YES
0845,119.99,21.19,14,Europe,10+,Sep,Yes
0846,135.68,.,7,Europe,5-10,Jul,Yes
0847,126.07,.,9,Asia/Pacific,1-3,Aug,Yes
0848,112.45,21.43,7,Americas,0-1,May,No
0849,125.61,15.5,14,Americas,1-3,Feb,Yes
0850,112.26,21.31,7,Middle East/Africa,0-1,May,Yes
0851,106.62,16.14,14,Middle East/Africa,0-1,Feb,Yes
0852,123.84,13.62,13,Asia/Pacific,1-3,Oct,Yes
0853,127.26,.,12,Middle East/Africa,3-5,Jun,Yes
0854,130.57,.,8,Americas,3-5,Apr,Yes
0855,126.9,16.71,5,Middle East/Africa,1-3,Mar,No
0856,114.1,.,5,Middle East/Africa,10+,Nov,Yes
0857,122.83,16.82,5,Asia/Pacific,3-5,NA,Yes
0858,111.96,21.38,9,Europe,0-1,Jan,Yes
0859,119.36,13.61,13,Middle East/Africa,3-5,Oct,No
0860,111.93,21.26,9,Europe,0-1,Jan,No
0861,131.51,21.09,9,Americas,1-3,Jan,No
0862,131.38,.,9,Middle East/Africa,1-3,Jan,No
0863,132.87,16.12,8,Europe,5-10,Aug,No
0864,112.28,21.24,7,Middle East/Africa,0-1,May,Yes
0865,111.89,21.07,9,Americas,0-1,Jan,No
0866,123.23,25.08,7,Middle East/Africa,10+,Dec,Yes
0867,132.02,15.08,6,Americas,5-10,Nov,No
0868,127.23,16.69,5,Middle East/Africa,1-3,Mar,No
0869,136.24,24.74,8,Europe,1-3,NA,No
0870,126.93,16.87,5,Middle East/Africa,1-3,Mar,No
0871,114.3,15.34,6,Europe,10+,Nov,Yes
0872,136.16,19.14,8,Middle East/Africa,5-10,Jul,No
0873,111.22,20.27,12,Middle East/Africa,0-1,Jun,Yes
0874,115.45,16.83,5,Americas,10+,Mar,YES
0875,141.11,24.84,8,Middle East/Africa,5-10,Dec,No
0876,117.5,19.85,7,Asia/Pacific,10+,Jul,Yes
0877,119.82,21.13,13,Americas,10+,Sep,No
0878,129.98,13.68,13,Europe,5-10,Oct,No
0879,110.69,19.77,12,Europe,0-1,Jun,YES
0880,126.87,16.88,5,Middle East/Africa,1-3,Mar,Yes
0881,121.62,.,5,Asia/Pacific,3-5,Nov,Yes
0882,134.54,25.85,8,Asia/Pacific,1-3,Apr,No
0883,130.2,.,7,Americas,1-3,Jul,No
0884,107.71,16.95,5,Middle East/Africa,0-1,Mar,Yes
0885,107.31,16.38,8,Middle East/Africa,0-1,Aug,NO
0886,126.68,21.05,11,Middle East/Africa,3-5,Jun,Yes
0887,137.72,21.5,7,Americas,5-10,NA,NO
0888,119.29,20.13,11,Middle East/Africa,10+,Jun,No
0889,112.26,21.14,9,Europe,0-1,Jan,No
0890,112,.,9,Middle East/Africa,0-1,NA,No
0891,125.04,19.59,7,Americas,3-5,Jul,YES
0892,126.22,15.74,14,Europe,1-3,Feb,No
0893,112.3,21.53,7,Americas,0-1,May,Yes
0894,120.95,15.4,6,Asia/Pacific,3-5,Nov,NO
0895,131.54,21.96,11,Americas,1-3,NA,Yes
0896,111.34,20.62,12,Europe,0-1,Jun,Yes
0897,135.73,19.5,7,Europe,5-10,Jul,No
0898,123.51,25.76,7,Middle East/Africa,10+,Dec,Yes
0899,124.04,13.66,13,Americas,1-3,Oct,No
0900,129.6,19.26,7,Asia/Pacific,1-3,Jul,No
0901,125.81,15.62,14,Middle East/Africa,1-3,NA,No
0902,115.41,16.92,5,Asia/Pacific,10+,Mar,Yes
0903,112.01,21.07,9,Americas,0-1,Jan,No
0904,111.93,21.05,9,Europe,0-1,NA,Yes
0905,119.65,.,14,Middle East/Africa,10+,Sep,No
0906,125.42,19.45,7,Asia/Pacific,3-5,Jul,No
0907,124.93,19.83,7,Asia/Pacific,3-5,Jul,Yes
0908,126.87,21.14,13,Europe,3-5,Sep,No
0909,126.08,20.51,11,Middle East/Africa,3-5,Jun,Yes
0910,106.91,15.76,14,Middle East/Africa,0-1,Feb,No
0911,106.61,15.56,14,Europe,0-1,Feb,Yes
0912,131.83,15.29,6,Europe,5-10,Nov,Yes
0913,121.96,16.38,9,Europe,3-5,NA,Yes
0914,106.53,16.02,15,Americas,0-1,Feb,No
0915,123.72,13.42,13,Asia/Pacific,1-3,Oct,No
0916,121.7,15.78,10,Middle East/Africa,3-5,Aug,No
0917,126.32,20.61,11,Americas,3-5,Jun,No
0918,106.3,15.99,5,Europe,0-1,Nov,Yes
0919,118.93,20.02,12,Asia/Pacific,10+,Jun,No
0920,135.8,18.99,8,Americas,5-10,Jul,Yes
0921,126.27,15.92,14,Europe,1-3,Feb,Yes
0922,137.89,21.62,7,Asia/Pacific,5-10,May,Yes
0923,130,13.65,13,Europe,5-10,Oct,Yes
0924,112.16,21.56,13,Middle East/Africa,0-1,Sep,No
0925,122.57,.,5,Americas,3-5,Mar,Yes
0926,126.07,15.43,6,Europe,1-3,Nov,Yes
0927,114.95,15.78,9,Americas,10+,Aug,Yes
0928,132.08,16.7,6,Americas,5-10,Nov,No
0929,131.62,21.38,14,Americas,1-3,Sep,Yes
0930,111.15,19.62,7,Middle East/Africa,0-1,Jul,Yes
0931,107.43,.,9,Middle East/Africa,0-1,Aug,Yes
0932,120.03,21.1,14,Middle East/Africa,10+,Sep,Yes
0933,126.29,16.19,9,Asia/Pacific,1-3,Aug,No
