customer_id,first_month,items_in_first_month,region_Asia/Pacific,region_Europe,region_Middle East/Africa,loyalty_years_3-Jan,loyalty_years_5-Mar,joining_month_Aug,joining_month_Dec,joining_month_Feb,joining_month_Jan,joining_month_Jul,joining_month_Jun,joining_month_Mar,joining_month_May,joining_month_Nov,joining_month_Oct,joining_month_Sep,promotion_Yes
10,21.49,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
450,16.71,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
948,19.31,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
390,21.25,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
673,21.44,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
977,19.83,7,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
558,16.2,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
461,21.18,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1147,16.16,10,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
145,24.46,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
502,17.0,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1150,16.65,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
540,21.47,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
178,16.0,10,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1202,16.21,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1143,20.8,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
629,19.92,12,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1241,24.97,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
8,19.11,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
853,13.62,12,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
915,13.42,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
358,13.7,13,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
330,21.35,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
760,21.37,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
900,19.26,7,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
259,21.16,13,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
942,19.2,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
967,24.7,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
985,13.83,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1107,20.99,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
899,13.66,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
526,24.81,8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
882,25.85,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
708,20.0,12,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
812,15.94,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1184,16.06,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
441,16.13,8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
532,21.63,7,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
227,21.57,11,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
229,25.6,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1081,13.51,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
213,24.92,7,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
80,19.53,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
149,21.4,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
637,16.58,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
763,21.39,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
635,21.06,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
134,21.56,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
846,21.19,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
409,21.4,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
724,16.88,9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
508,19.21,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1093,16.93,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
505,20.5,12,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1137,13.39,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
348,15.15,5,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
387,21.42,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,15.3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
361,21.15,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1177,16.88,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
476,24.9,9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
840,25.56,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
814,15.68,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
173,24.84,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
451,16.71,9,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
126,19.13,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
732,24.7,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
531,25.4,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
91,15.81,14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1205,21.16,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
182,19.39,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
709,24.83,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
415,20.6,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
252,16.8,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
70,19.86,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
132,24.72,8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
301,19.29,7,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1174,15.97,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
327,21.26,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1218,19.18,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
500,21.08,7,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
716,16.72,7,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1023,21.14,8,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
496,21.4,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1159,21.1,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
339,20.58,12,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
422,16.11,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
165,13.38,13,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29,13.77,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
517,20.84,11,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
194,24.74,8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
683,21.42,7,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
842,21.16,8,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
170,21.42,9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
765,25.27,8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
653,21.6,8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
174,20.96,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
519,20.93,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
997,13.42,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
757,20.05,12,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
492,20.7,11,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
74,20.6,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1042,16.87,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
588,26.14,8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
658,16.86,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
235,15.89,9,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
215,20.31,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
163,16.3,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
133,21.56,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
839,13.58,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
844,25.29,8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1019,16.4,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
186,20.76,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42,25.66,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
109,15.8,14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
922,21.62,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
569,15.94,10,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
954,13.71,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1054,20.01,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1198,15.81,7,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
484,21.08,9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
469,25.78,14,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
25,16.19,14,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1100,16.08,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
731,24.37,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
813,25.7,7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1190,13.56,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
367,21.39,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
912,15.29,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1094,21.23,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
384,21.48,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
455,13.59,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
265,13.41,14,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
821,15.95,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
233,21.09,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
445,15.75,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
396,16.05,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1082,16.16,14,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
177,15.89,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19,13.68,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1092,16.02,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
761,18.93,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
901,15.62,14,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
596,15.61,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
62,16.89,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
273,15.75,5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1169,18.97,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
279,13.37,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1133,16.05,13,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
695,21.44,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
369,24.5,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
962,13.66,14,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
888,20.13,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
933,16.19,9,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
905,21.05,14,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
835,20.93,8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
548,20.94,14,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1005,21.42,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
689,13.65,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1229,21.23,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
457,21.3,14,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,19.92,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
676,24.66,8,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
989,21.39,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
729,25.04,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
420,20.99,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
376,20.39,12,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
413,20.32,11,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
75,17.69,9,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1165,16.59,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
936,13.53,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
501,21.21,13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
868,16.69,5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
617,21.14,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
115,16.17,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
418,19.91,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
602,24.36,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
605,21.23,14,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
90,21.35,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
894,15.4,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1192,21.16,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
754,21.03,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
499,21.08,9,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
951,15.69,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1212,19.98,11,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1195,15.86,14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12,21.32,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
397,19.13,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
815,15.68,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
556,13.53,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
43,21.38,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
168,21.24,8,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
417,16.26,6,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
577,21.21,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
268,16.77,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
875,24.84,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
427,19.8,13,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
691,20.98,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
545,15.85,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1166,16.02,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
675,13.72,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
690,21.37,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1243,21.22,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1220,16.84,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
160,13.47,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
959,20.99,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
258,16.13,14,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
919,20.02,12,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
336,15.44,5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
16,19.67,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
978,16.04,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
325,13.46,14,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
769,19.61,7,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
608,13.6,13,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1095,24.9,8,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
856,16.71,5,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1106,16.82,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
223,24.84,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,24.75,8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100,21.4,14,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
758,24.79,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
522,21.28,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
762,15.84,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
23,13.64,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
357,21.31,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
734,15.72,14,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1033,25.17,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1154,16.0,10,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
612,13.54,13,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1059,21.4,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
341,16.62,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
432,16.23,6,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
847,21.19,9,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
218,24.49,7,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
204,15.72,14,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1073,17.28,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1000,16.65,9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
94,21.57,14,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
865,21.07,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
69,15.85,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
971,24.86,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,16.23,9,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
697,20.49,12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
86,21.66,14,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
435,15.76,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
862,21.09,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
154,15.47,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
76,25.77,8,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1219,21.12,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
790,19.51,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
581,24.36,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
447,13.57,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
704,21.02,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
189,16.9,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
272,20.02,12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
237,16.38,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
488,19.44,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1203,21.16,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
560,20.35,12,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
118,19.59,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
638,21.53,7,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1119,16.12,14,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
802,20.13,11,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
751,16.56,11,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
513,15.06,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
634,21.48,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
850,21.31,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1056,16.46,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
926,15.43,6,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
127,20.96,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
791,19.29,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
830,20.97,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
117,15.62,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
474,21.44,7,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
741,16.92,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1051,24.78,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
58,16.69,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
604,16.86,5,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
787,13.54,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
831,16.68,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
120,21.35,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
657,16.66,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
979,16.79,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
999,13.64,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
106,13.5,13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
636,16.77,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
370,25.5,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269,16.87,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
656,24.61,8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
820,21.45,7,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
823,16.49,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
47,19.65,7,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
350,16.79,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
774,21.49,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
196,16.86,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
103,15.96,14,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5,25.59,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
620,21.21,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
572,16.08,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
53,19.13,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
264,15.5,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1135,21.1,9,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
444,24.22,10,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1037,19.2,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
783,21.53,7,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
838,17.73,8,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
920,18.99,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
692,20.98,8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
305,24.9,8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
342,24.49,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
941,17.06,8,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
314,24.63,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,13.5,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
125,13.53,14,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1104,17.05,9,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
575,20.88,9,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
698,13.51,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
665,21.6,8,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
51,21.25,13,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
934,19.8,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
727,21.21,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
800,21.51,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
834,19.22,7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
354,21.33,9,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1196,21.35,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
143,19.26,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
471,16.78,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
