country,year,sex,age,suicides_no,population
Latvia,2014,female,75+ years,19.0,131335.0
Latvia,2014,male,15-24 years,31.0,112758.0
Latvia,2014,male,25-34 years,45.0,143777.0
Latvia,2014,male,35-54 years,113.0,266548.0
Latvia,2014,male,5-14 years,0.0,100453.0
Latvia,2014,male,55-74 years,93.0,189439.0
Latvia,2014,male,75+ years,29.0,49779.0
Latvia,2015,female,15-24 years,3.0,100065.0
Latvia,2015,female,25-34 years,2.0,136399.0
Latvia,2015,female,35-54 years,24.0,279553.0
Latvia,2015,female,5-14 years,0.0,96070.0
Latvia,2015,female,55-74 years,30.0,274200.0
Latvia,2015,female,75+ years,22.0,134138.0
Latvia,2015,male,15-24 years,24.0,105890.0
Latvia,2015,male,25-34 years,48.0,143639.0
Latvia,2015,male,35-54 years,106.0,262740.0
Latvia,2015,male,5-14 years,1.0,100914.0
Latvia,2015,male,55-74 years,94.0,190621.0
Latvia,2015,male,75+ years,33.0,51293.0
Lithuania,1981,female,15-24 years,13.0,284400.0
Lithuania,1981,female,25-34 years,24.0,244800.0
Lithuania,1981,female,35-54 years,80.0,479000.0
Lithuania,1981,female,5-14 years,0.0,267100.0
Lithuania,1981,female,55-74 years,56.0,313300.0
Lithuania,1981,female,75+ years,22.0,101300.0
Lithuania,1981,male,15-24 years,100.0,294200.0
Lithuania,1981,male,25-34 years,214.0,239300.0
Lithuania,1981,male,35-54 years,442.0,420100.0
Lithuania,1981,male,5-14 years,5.0,276200.0
Lithuania,1981,male,55-74 years,160.0,199300.0
Lithuania,1981,male,75+ years,39.0,53100.0
Lithuania,1982,female,15-24 years,18.0,286900.0
Lithuania,1982,female,25-34 years,27.0,250900.0
Lithuania,1982,female,35-54 years,92.0,475100.0
Lithuania,1982,female,5-14 years,0.0,266700.0
Lithuania,1982,female,55-74 years,65.0,318000.0
Lithuania,1982,female,75+ years,23.0,104200.0
Lithuania,1982,male,15-24 years,103.0,296000.0
Lithuania,1982,male,25-34 years,190.0,244500.0
Lithuania,1982,male,35-54 years,430.0,418700.0
Lithuania,1982,male,5-14 years,10.0,276500.0
Lithuania,1982,male,55-74 years,159.0,200700.0
Lithuania,1982,male,75+ years,56.0,56100.0
Lithuania,1985,female,15-24 years,17.0,279400.0
Lithuania,1985,female,25-34 years,47.0,271100.0
Lithuania,1985,female,35-54 years,90.0,473300.0
Lithuania,1985,female,5-14 years,0.0,264000.0
Lithuania,1985,female,55-74 years,59.0,338600.0
Lithuania,1985,female,75+ years,29.0,111900.0
Lithuania,1985,male,15-24 years,78.0,290900.0
Lithuania,1985,male,25-34 years,214.0,267500.0
Lithuania,1985,male,35-54 years,443.0,419400.0
Lithuania,1985,male,5-14 years,3.0,273200.0
Lithuania,1985,male,55-74 years,184.0,216800.0
Lithuania,1985,male,75+ years,44.0,59800.0
Lithuania,1986,female,15-24 years,11.0,275800.0
Lithuania,1986,female,25-34 years,24.0,278500.0
Lithuania,1986,female,35-54 years,78.0,474400.0
Lithuania,1986,female,5-14 years,2.0,262600.0
Lithuania,1986,female,55-74 years,54.0,346200.0
Lithuania,1986,female,75+ years,23.0,114200.0
Lithuania,1986,male,15-24 years,74.0,289600.0
Lithuania,1986,male,25-34 years,121.0,275500.0
Lithuania,1986,male,35-54 years,334.0,422100.0
Lithuania,1986,male,5-14 years,4.0,271400.0
Lithuania,1986,male,55-74 years,138.0,224100.0
Lithuania,1986,male,75+ years,47.0,59300.0
Lithuania,1987,female,15-24 years,23.0,273100.0
Lithuania,1987,female,25-34 years,21.0,285400.0
Lithuania,1987,female,35-54 years,63.0,475000.0
Lithuania,1987,female,5-14 years,3.0,261700.0
Lithuania,1987,female,55-74 years,72.0,354000.0
Lithuania,1987,female,75+ years,36.0,116900.0
Lithuania,1987,male,15-24 years,65.0,289000.0
Lithuania,1987,male,25-34 years,150.0,283500.0
Lithuania,1987,male,35-54 years,381.0,424900.0
Lithuania,1987,male,5-14 years,5.0,270100.0
Lithuania,1987,male,55-74 years,185.0,231600.0
Lithuania,1987,male,75+ years,46.0,59100.0
Lithuania,1988,female,15-24 years,13.0,271800.0
Lithuania,1988,female,25-34 years,27.0,291400.0
Lithuania,1988,female,35-54 years,81.0,475100.0
Lithuania,1988,female,5-14 years,0.0,262900.0
Lithuania,1988,female,55-74 years,75.0,361900.0
Lithuania,1988,female,75+ years,38.0,118800.0
Lithuania,1988,male,15-24 years,69.0,289100.0
Lithuania,1988,male,25-34 years,147.0,291400.0
Lithuania,1988,male,35-54 years,350.0,427700.0
Lithuania,1988,male,5-14 years,3.0,271200.0
Lithuania,1988,male,55-74 years,132.0,239200.0
Lithuania,1988,male,75+ years,34.0,58700.0
Lithuania,1989,female,15-24 years,20.0,270979.0
Lithuania,1989,female,25-34 years,22.0,295674.0
Lithuania,1989,female,35-54 years,64.0,475738.0
Lithuania,1989,female,5-14 years,1.0,265589.0
Lithuania,1989,female,55-74 years,54.0,368955.0
Lithuania,1989,female,75+ years,28.0,120270.0
Lithuania,1989,male,15-24 years,63.0,287325.0
Lithuania,1989,male,25-34 years,161.0,297583.0
Lithuania,1989,male,35-54 years,386.0,429658.0
Lithuania,1989,male,5-14 years,5.0,273853.0
Lithuania,1989,male,55-74 years,157.0,246652.0
Lithuania,1989,male,75+ years,37.0,58433.0
Lithuania,1990,female,15-24 years,11.0,270007.0
Lithuania,1990,female,25-34 years,22.0,296816.0
Lithuania,1990,female,35-54 years,60.0,476383.0
Lithuania,1990,female,5-14 years,1.0,267788.0
Lithuania,1990,female,55-74 years,66.0,375786.0
Lithuania,1990,female,75+ years,30.0,120051.0
Lithuania,1990,male,15-24 years,51.0,284223.0
Lithuania,1990,male,25-34 years,149.0,300256.0
Lithuania,1990,male,35-54 years,359.0,431107.0
Lithuania,1990,male,5-14 years,3.0,276213.0
Lithuania,1990,male,55-74 years,183.0,252488.0
Lithuania,1990,male,75+ years,32.0,56992.0
Lithuania,1991,female,15-24 years,22.0,268752.0
Lithuania,1991,female,25-34 years,24.0,296022.0
Lithuania,1991,female,35-54 years,81.0,475861.0
Lithuania,1991,female,5-14 years,1.0,269818.0
Lithuania,1991,female,55-74 years,69.0,384378.0
Lithuania,1991,female,75+ years,24.0,118271.0
Lithuania,1991,male,15-24 years,77.0,281367.0
Lithuania,1991,male,25-34 years,185.0,301147.0
Lithuania,1991,male,35-54 years,403.0,431047.0
Lithuania,1991,male,5-14 years,3.0,278721.0
Lithuania,1991,male,55-74 years,219.0,259176.0
Lithuania,1991,male,75+ years,33.0,54974.0
Lithuania,1992,female,15-24 years,19.0,266418.0
Lithuania,1992,female,25-34 years,24.0,293257.0
Lithuania,1992,female,35-54 years,80.0,475245.0
Lithuania,1992,female,5-14 years,2.0,271082.0
Lithuania,1992,female,55-74 years,113.0,393165.0
Lithuania,1992,female,75+ years,33.0,115695.0
Lithuania,1992,male,15-24 years,83.0,278050.0
Lithuania,1992,male,25-34 years,173.0,299836.0
Lithuania,1992,male,35-54 years,477.0,431056.0
Lithuania,1992,male,5-14 years,4.0,280482.0
Lithuania,1992,male,55-74 years,243.0,265188.0
Lithuania,1992,male,75+ years,41.0,52759.0
Lithuania,1993,female,15-24 years,18.0,263504.0
Lithuania,1993,female,25-34 years,31.0,287826.0
Lithuania,1993,female,35-54 years,102.0,476082.0
Lithuania,1993,female,5-14 years,1.0,270988.0
Lithuania,1993,female,55-74 years,99.0,400985.0
Lithuania,1993,female,75+ years,22.0,112294.0
Lithuania,1993,male,15-24 years,126.0,274804.0
Lithuania,1993,male,25-34 years,217.0,294957.0
Lithuania,1993,male,35-54 years,575.0,431920.0
Lithuania,1993,male,5-14 years,7.0,280449.0
Lithuania,1993,male,55-74 years,312.0,269891.0
Lithuania,1993,male,75+ years,50.0,50134.0
Lithuania,1994,female,15-24 years,32.0,260541.0
Lithuania,1994,female,25-34 years,24.0,281644.0
Lithuania,1994,female,35-54 years,93.0,478334.0
Lithuania,1994,female,5-14 years,1.0,269863.0
Lithuania,1994,female,55-74 years,85.0,406436.0
Lithuania,1994,female,75+ years,27.0,109892.0
Lithuania,1994,male,15-24 years,127.0,270294.0
Lithuania,1994,male,25-34 years,263.0,289509.0
Lithuania,1994,male,35-54 years,658.0,433645.0
Lithuania,1994,male,5-14 years,7.0,279711.0
Lithuania,1994,male,55-74 years,329.0,272882.0
Lithuania,1994,male,75+ years,54.0,47979.0
Lithuania,1995,female,15-24 years,20.0,256623.0
Lithuania,1995,female,25-34 years,33.0,276055.0
Lithuania,1995,female,35-54 years,113.0,481445.0
Lithuania,1995,female,5-14 years,2.0,268965.0
Lithuania,1995,female,55-74 years,101.0,408926.0
Lithuania,1995,female,75+ years,37.0,109609.0
Lithuania,1995,male,15-24 years,134.0,263792.0
Lithuania,1995,male,25-34 years,226.0,284758.0
Lithuania,1995,male,35-54 years,632.0,436306.0
Lithuania,1995,male,5-14 years,4.0,279260.0
Lithuania,1995,male,55-74 years,325.0,274196.0
Lithuania,1995,male,75+ years,67.0,47214.0
Lithuania,1996,female,15-24 years,20.0,251718.0
Lithuania,1996,female,25-34 years,27.0,271013.0
Lithuania,1996,female,35-54 years,129.0,484132.0
Lithuania,1996,female,5-14 years,1.0,268801.0
Lithuania,1996,female,55-74 years,118.0,410808.0
Lithuania,1996,female,75+ years,39.0,110913.0
Lithuania,1996,male,15-24 years,147.0,257675.0
Lithuania,1996,male,25-34 years,196.0,278848.0
Lithuania,1996,male,35-54 years,664.0,438770.0
Lithuania,1996,male,5-14 years,5.0,279323.0
Lithuania,1996,male,55-74 years,336.0,275843.0
Lithuania,1996,male,75+ years,40.0,47319.0
Lithuania,1997,female,15-24 years,17.0,247246.0
Lithuania,1997,female,25-34 years,31.0,266372.0
Lithuania,1997,female,35-54 years,109.0,485204.0
Lithuania,1997,female,5-14 years,4.0,268373.0
Lithuania,1997,female,55-74 years,94.0,412839.0
Lithuania,1997,female,75+ years,29.0,113485.0
Lithuania,1997,male,15-24 years,144.0,252818.0
Lithuania,1997,male,25-34 years,231.0,272292.0
Lithuania,1997,male,35-54 years,637.0,440546.0
Lithuania,1997,male,5-14 years,3.0,279223.0
Lithuania,1997,male,55-74 years,294.0,277983.0
Lithuania,1997,male,75+ years,39.0,47892.0
Lithuania,1998,female,15-24 years,22.0,244923.0
Lithuania,1998,female,25-34 years,18.0,261722.0
Lithuania,1998,female,35-54 years,107.0,486222.0
Lithuania,1998,female,5-14 years,1.0,265436.0
Lithuania,1998,female,55-74 years,80.0,412652.0
Lithuania,1998,female,75+ years,40.0,117165.0
Lithuania,1998,male,15-24 years,112.0,250687.0
Lithuania,1998,male,25-34 years,222.0,265304.0
Lithuania,1998,male,35-54 years,557.0,442825.0
Lithuania,1998,male,5-14 years,2.0,276408.0
Lithuania,1998,male,55-74 years,345.0,278617.0
Lithuania,1998,male,75+ years,47.0,49012.0
Lithuania,1999,female,15-24 years,24.0,244706.0
Lithuania,1999,female,25-34 years,22.0,256587.0
Lithuania,1999,female,35-54 years,97.0,489403.0
Lithuania,1999,female,5-14 years,1.0,259230.0
Lithuania,1999,female,55-74 years,84.0,409039.0
Lithuania,1999,female,75+ years,37.0,121573.0
Lithuania,1999,male,15-24 years,129.0,251394.0
Lithuania,1999,male,25-34 years,224.0,257244.0
Lithuania,1999,male,35-54 years,592.0,446764.0
Lithuania,1999,male,5-14 years,8.0,270111.0
Lithuania,1999,male,55-74 years,284.0,277228.0
Lithuania,1999,male,75+ years,48.0,50173.0
Lithuania,2000,female,15-24 years,25.0,245035.0
Lithuania,2000,female,25-34 years,31.0,252324.0
Lithuania,2000,female,35-54 years,121.0,493992.0
Lithuania,2000,female,5-14 years,0.0,251399.0
Lithuania,2000,female,55-74 years,101.0,405061.0
Lithuania,2000,female,75+ years,36.0,124608.0
Lithuania,2000,male,15-24 years,131.0,252489.0
Lithuania,2000,male,25-34 years,221.0,249865.0
Lithuania,2000,male,35-54 years,595.0,451103.0
Lithuania,2000,male,5-14 years,6.0,262637.0
Lithuania,2000,male,55-74 years,324.0,276055.0
Lithuania,2000,male,75+ years,40.0,50557.0
Lithuania,2001,female,15-24 years,18.0,245848.0
Lithuania,2001,female,25-34 years,19.0,247712.0
Lithuania,2001,female,35-54 years,113.0,496684.0
Lithuania,2001,female,5-14 years,1.0,241864.0
Lithuania,2001,female,55-74 years,87.0,402028.0
Lithuania,2001,female,75+ years,40.0,128791.0
Lithuania,2001,male,15-24 years,119.0,253439.0
Lithuania,2001,male,25-34 years,190.0,243174.0
Lithuania,2001,male,35-54 years,559.0,453841.0
Lithuania,2001,male,5-14 years,8.0,252622.0
Lithuania,2001,male,55-74 years,322.0,276422.0
Lithuania,2001,male,75+ years,57.0,51713.0
Lithuania,2002,female,15-24 years,15.0,247514.0
Lithuania,2002,female,25-34 years,28.0,242244.0
Lithuania,2002,female,35-54 years,74.0,498421.0
Lithuania,2002,female,5-14 years,1.0,230997.0
Lithuania,2002,female,55-74 years,85.0,399066.0
Lithuania,2002,female,75+ years,39.0,135785.0
Lithuania,2002,male,15-24 years,156.0,255044.0
Lithuania,2002,male,25-34 years,204.0,237814.0
Lithuania,2002,male,35-54 years,613.0,456468.0
Lithuania,2002,male,5-14 years,4.0,240849.0
Lithuania,2002,male,55-74 years,285.0,275961.0
Lithuania,2002,male,75+ years,47.0,54325.0
Lithuania,2003,female,15-24 years,11.0,247710.0
Lithuania,2003,female,25-34 years,24.0,237053.0
Lithuania,2003,female,35-54 years,111.0,499080.0
Lithuania,2003,female,5-14 years,2.0,220424.0
Lithuania,2003,female,55-74 years,72.0,396850.0
Lithuania,2003,female,75+ years,36.0,143383.0
Lithuania,2003,male,15-24 years,122.0,255707.0
Lithuania,2003,male,25-34 years,205.0,233362.0
Lithuania,2003,male,35-54 years,529.0,458658.0
Lithuania,2003,male,5-14 years,2.0,230665.0
Lithuania,2003,male,55-74 years,288.0,274066.0
Lithuania,2003,male,75+ years,53.0,57169.0
Lithuania,2004,female,15-24 years,19.0,245226.0
Lithuania,2004,female,25-34 years,24.0,231241.0
Lithuania,2004,female,35-54 years,98.0,496461.0
Lithuania,2004,female,5-14 years,1.0,210788.0
Lithuania,2004,female,55-74 years,73.0,395331.0
Lithuania,2004,female,75+ years,41.0,150000.0
Lithuania,2004,male,15-24 years,115.0,254022.0
Lithuania,2004,male,25-34 years,193.0,227897.0
Lithuania,2004,male,35-54 years,491.0,457735.0
Lithuania,2004,male,5-14 years,6.0,221380.0
Lithuania,2004,male,55-74 years,271.0,272871.0
Lithuania,2004,male,75+ years,48.0,60017.0
Lithuania,2005,female,15-24 years,11.0,240386.0
Lithuania,2005,female,25-34 years,19.0,223982.0
Lithuania,2005,female,35-54 years,84.0,492082.0
Lithuania,2005,female,5-14 years,1.0,200467.0
Lithuania,2005,female,55-74 years,86.0,393282.0
Lithuania,2005,female,75+ years,34.0,154994.0
Lithuania,2005,male,15-24 years,100.0,249053.0
Lithuania,2005,male,25-34 years,172.0,221170.0
Lithuania,2005,male,35-54 years,469.0,453800.0
Lithuania,2005,male,5-14 years,2.0,211022.0
Lithuania,2005,male,55-74 years,289.0,271641.0
Lithuania,2005,male,75+ years,52.0,62849.0
Lithuania,2006,female,15-24 years,10.0,236885.0
Lithuania,2006,female,25-34 years,19.0,217069.0
Lithuania,2006,female,35-54 years,70.0,488597.0
Lithuania,2006,female,5-14 years,1.0,189257.0
Lithuania,2006,female,55-74 years,59.0,390589.0
Lithuania,2006,female,75+ years,37.0,159540.0
Lithuania,2006,male,15-24 years,97.0,244528.0
Lithuania,2006,male,25-34 years,96.0,214726.0
Lithuania,2006,male,35-54 years,366.0,450132.0
Lithuania,2006,male,5-14 years,5.0,199438.0
Lithuania,2006,male,55-74 years,238.0,269578.0
Lithuania,2006,male,75+ years,51.0,65428.0
Lithuania,2007,female,15-24 years,10.0,236177.0
Lithuania,2007,female,25-34 years,17.0,212154.0
Lithuania,2007,female,35-54 years,60.0,485943.0
Lithuania,2007,female,5-14 years,4.0,177982.0
Lithuania,2007,female,55-74 years,46.0,387684.0
Lithuania,2007,female,75+ years,40.0,164150.0
Lithuania,2007,male,15-24 years,101.0,243589.0
Lithuania,2007,male,25-34 years,146.0,210164.0
Lithuania,2007,male,35-54 years,326.0,447405.0
Lithuania,2007,male,5-14 years,4.0,187735.0
Lithuania,2007,male,55-74 years,220.0,267333.0
Lithuania,2007,male,75+ years,51.0,67551.0
Lithuania,2008,female,15-24 years,17.0,234198.0
Lithuania,2008,female,25-34 years,15.0,208792.0
Lithuania,2008,female,35-54 years,65.0,483453.0
Lithuania,2008,female,5-14 years,0.0,167804.0
Lithuania,2008,female,55-74 years,60.0,384300.0
Lithuania,2008,female,75+ years,36.0,168662.0
Lithuania,2008,male,15-24 years,114.0,242106.0
Lithuania,2008,male,25-34 years,155.0,207780.0
Lithuania,2008,male,35-54 years,401.0,444829.0
Lithuania,2008,male,5-14 years,2.0,177345.0
Lithuania,2008,male,55-74 years,190.0,264954.0
Lithuania,2008,male,75+ years,56.0,69533.0
Lithuania,2009,female,15-24 years,16.0,229147.0
Lithuania,2009,female,25-34 years,15.0,205781.0
Lithuania,2009,female,35-54 years,65.0,480247.0
Lithuania,2009,female,5-14 years,2.0,160188.0
Lithuania,2009,female,55-74 years,48.0,381948.0
Lithuania,2009,female,75+ years,40.0,172277.0
Lithuania,2009,male,15-24 years,109.0,237032.0
Lithuania,2009,male,25-34 years,116.0,205749.0
Lithuania,2009,male,35-54 years,428.0,440281.0
Lithuania,2009,male,5-14 years,3.0,169250.0
Lithuania,2009,male,55-74 years,239.0,263507.0
Lithuania,2009,male,75+ years,57.0,71090.0
Lithuania,2010,female,15-24 years,14.0,218961.0
Lithuania,2010,female,25-34 years,11.0,196906.0
Lithuania,2010,female,35-54 years,72.0,471491.0
Lithuania,2010,female,5-14 years,1.0,153084.0
Lithuania,2010,female,55-74 years,50.0,380465.0
Lithuania,2010,female,75+ years,41.0,175611.0
Lithuania,2010,male,15-24 years,93.0,227810.0
Lithuania,2010,male,25-34 years,110.0,198028.0
Lithuania,2010,male,35-54 years,357.0,430396.0
Lithuania,2010,male,5-14 years,1.0,161599.0
Lithuania,2010,male,55-74 years,219.0,262907.0
Lithuania,2010,male,75+ years,49.0,72479.0
Lithuania,2011,female,15-24 years,10.0,207726.0
Lithuania,2011,female,25-34 years,17.0,187312.0
Lithuania,2011,female,35-54 years,67.0,460566.0
Lithuania,2011,female,5-14 years,1.0,146411.0
Lithuania,2011,female,55-74 years,68.0,378929.0
Lithuania,2011,female,75+ years,38.0,179526.0
Lithuania,2011,male,15-24 years,74.0,217769.0
Lithuania,2011,male,25-34 years,124.0,189937.0
Lithuania,2011,male,35-54 years,349.0,420391.0
Lithuania,2011,male,5-14 years,1.0,154519.0
Lithuania,2011,male,55-74 years,213.0,262391.0
Lithuania,2011,male,75+ years,56.0,74328.0
Lithuania,2012,female,15-24 years,8.0,199629.0
Lithuania,2012,female,25-34 years,10.0,183799.0
Lithuania,2012,female,35-54 years,74.0,451819.0
Lithuania,2012,female,5-14 years,0.0,141261.0
Lithuania,2012,female,55-74 years,45.0,378541.0
Lithuania,2012,female,75+ years,37.0,183510.0
Lithuania,2012,male,15-24 years,64.0,209964.0
Lithuania,2012,male,25-34 years,117.0,187811.0
Lithuania,2012,male,35-54 years,321.0,413107.0
Lithuania,2012,male,5-14 years,3.0,149055.0
Lithuania,2012,male,55-74 years,195.0,263194.0
Lithuania,2012,male,75+ years,53.0,76080.0
Lithuania,2013,female,15-24 years,17.0,192772.0
Lithuania,2013,female,25-34 years,22.0,182444.0
Lithuania,2013,female,35-54 years,75.0,442140.0
Lithuania,2013,female,5-14 years,3.0,137471.0
Lithuania,2013,female,55-74 years,41.0,380096.0
Lithuania,2013,female,75+ years,40.0,186711.0
Lithuania,2013,male,15-24 years,96.0,203647.0
Lithuania,2013,male,25-34 years,121.0,188010.0
Lithuania,2013,male,35-54 years,382.0,405191.0
Lithuania,2013,male,5-14 years,2.0,144800.0
Lithuania,2013,male,55-74 years,223.0,265835.0
Lithuania,2013,male,75+ years,63.0,77510.0
Lithuania,2014,female,15-24 years,12.0,186406.0
Lithuania,2014,female,25-34 years,11.0,182183.0
Lithuania,2014,female,35-54 years,43.0,431495.0
Lithuania,2014,female,5-14 years,3.0,135051.0
Lithuania,2014,female,55-74 years,47.0,383128.0
Lithuania,2014,female,75+ years,45.0,189437.0
Lithuania,2014,male,15-24 years,88.0,197504.0
Lithuania,2014,male,25-34 years,94.0,189300.0
Lithuania,2014,male,35-54 years,309.0,396758.0
Lithuania,2014,male,5-14 years,2.0,141934.0
Lithuania,2014,male,55-74 years,204.0,269618.0
Lithuania,2014,male,75+ years,72.0,78763.0
Lithuania,2015,female,15-24 years,10.0,178882.0
Lithuania,2015,female,25-34 years,17.0,182926.0
Lithuania,2015,female,35-54 years,46.0,419841.0
Lithuania,2015,female,5-14 years,3.0,133506.0
Lithuania,2015,female,55-74 years,55.0,386892.0
Lithuania,2015,female,75+ years,38.0,191358.0
Lithuania,2015,male,15-24 years,66.0,188903.0
Lithuania,2015,male,25-34 years,101.0,190800.0
Lithuania,2015,male,35-54 years,275.0,387255.0
Lithuania,2015,male,5-14 years,2.0,140115.0
Lithuania,2015,male,55-74 years,216.0,273776.0
Lithuania,2015,male,75+ years,67.0,79672.0
Lithuania,2016,female,15-24 years,6.0,168917.0
Lithuania,2016,female,25-34 years,8.0,182632.0
Lithuania,2016,female,35-54 years,41.0,406249.0
Lithuania,2016,female,5-14 years,0.0,132576.0
Lithuania,2016,female,55-74 years,45.0,390385.0
Lithuania,2016,female,75+ years,29.0,193001.0
Lithuania,2016,male,15-24 years,41.0,177888.0
Lithuania,2016,male,25-34 years,96.0,191346.0
Lithuania,2016,male,35-54 years,266.0,376689.0
Lithuania,2016,male,5-14 years,4.0,139278.0
Lithuania,2016,male,55-74 years,212.0,277763.0
Lithuania,2016,male,75+ years,78.0,80426.0
Luxembourg,1979,female,15-24 years,2.0,28300.0
Luxembourg,1979,female,25-34 years,4.0,26600.0
Luxembourg,1979,female,35-54 years,11.0,47600.0
Luxembourg,1979,female,5-14 years,0.0,24600.0
Luxembourg,1979,female,55-74 years,6.0,37200.0
Luxembourg,1979,female,75+ years,2.0,10800.0
Luxembourg,1979,male,15-24 years,5.0,28400.0
Luxembourg,1979,male,25-34 years,7.0,28300.0
Luxembourg,1979,male,35-54 years,13.0,49200.0
Luxembourg,1979,male,5-14 years,0.0,25700.0
Luxembourg,1979,male,55-74 years,19.0,29300.0
Luxembourg,1979,male,75+ years,4.0,5900.0
Luxembourg,1980,female,15-24 years,0.0,28500.0
Luxembourg,1980,female,25-34 years,2.0,27100.0
Luxembourg,1980,female,35-54 years,9.0,47700.0
Luxembourg,1980,female,5-14 years,0.0,23800.0
Luxembourg,1980,female,55-74 years,1.0,37200.0
Luxembourg,1980,female,75+ years,0.0,11200.0
Luxembourg,1980,male,15-24 years,3.0,28800.0
Luxembourg,1980,male,25-34 years,3.0,29000.0
Luxembourg,1980,male,35-54 years,16.0,49800.0
Luxembourg,1980,male,5-14 years,0.0,24900.0
Luxembourg,1980,male,55-74 years,8.0,29000.0
Luxembourg,1980,male,75+ years,5.0,6200.0
Luxembourg,1981,female,15-24 years,0.0,28500.0
Luxembourg,1981,female,25-34 years,3.0,28300.0
Luxembourg,1981,female,35-54 years,7.0,47400.0
Luxembourg,1981,female,5-14 years,0.0,22700.0
Luxembourg,1981,female,55-74 years,5.0,37500.0
Luxembourg,1981,female,75+ years,1.0,12000.0
Luxembourg,1981,male,15-24 years,6.0,28600.0
Luxembourg,1981,male,25-34 years,10.0,29600.0
Luxembourg,1981,male,35-54 years,16.0,49900.0
Luxembourg,1981,male,5-14 years,0.0,24000.0
Luxembourg,1981,male,55-74 years,12.0,28900.0
Luxembourg,1981,male,75+ years,1.0,6300.0
Luxembourg,1982,female,15-24 years,3.0,28500.0
Luxembourg,1982,female,25-34 years,1.0,28700.0
Luxembourg,1982,female,35-54 years,6.0,47500.0
Luxembourg,1982,female,5-14 years,0.0,22100.0
Luxembourg,1982,female,55-74 years,7.0,37900.0
Luxembourg,1982,female,75+ years,1.0,12500.0
Luxembourg,1982,male,15-24 years,6.0,28700.0
Luxembourg,1982,male,25-34 years,13.0,29700.0
Luxembourg,1982,male,35-54 years,22.0,50000.0
Luxembourg,1982,male,5-14 years,0.0,23200.0
Luxembourg,1982,male,55-74 years,12.0,29100.0
Luxembourg,1982,male,75+ years,7.0,6500.0
Luxembourg,1983,female,15-24 years,0.0,28500.0
Luxembourg,1983,female,25-34 years,5.0,28900.0
Luxembourg,1983,female,35-54 years,10.0,47500.0
Luxembourg,1983,female,5-14 years,0.0,21600.0
Luxembourg,1983,female,55-74 years,4.0,38000.0
Luxembourg,1983,female,75+ years,3.0,12700.0
Luxembourg,1983,male,15-24 years,4.0,28500.0
Luxembourg,1983,male,25-34 years,8.0,29700.0
Luxembourg,1983,male,35-54 years,23.0,49900.0
Luxembourg,1983,male,5-14 years,0.0,22700.0
Luxembourg,1983,male,55-74 years,18.0,29200.0
Luxembourg,1983,male,75+ years,6.0,6800.0
Luxembourg,1984,female,15-24 years,4.0,28200.0
Luxembourg,1984,female,25-34 years,3.0,29400.0
Luxembourg,1984,female,35-54 years,7.0,47700.0
Luxembourg,1984,female,5-14 years,0.0,21000.0
Luxembourg,1984,female,55-74 years,7.0,38200.0
Luxembourg,1984,female,75+ years,1.0,13100.0
Luxembourg,1984,male,15-24 years,7.0,28300.0
Luxembourg,1984,male,25-34 years,14.0,29800.0
Luxembourg,1984,male,35-54 years,15.0,50100.0
Luxembourg,1984,male,5-14 years,0.0,22100.0
Luxembourg,1984,male,55-74 years,7.0,29700.0
Luxembourg,1984,male,75+ years,4.0,6900.0
Luxembourg,1985,female,15-24 years,1.0,27800.0
Luxembourg,1985,female,25-34 years,6.0,29800.0
Luxembourg,1985,female,35-54 years,5.0,47900.0
Luxembourg,1985,female,5-14 years,0.0,20500.0
Luxembourg,1985,female,55-74 years,0.0,38300.0
Luxembourg,1985,female,75+ years,4.0,13500.0
Luxembourg,1985,male,15-24 years,2.0,28100.0
Luxembourg,1985,male,25-34 years,3.0,29900.0
Luxembourg,1985,male,35-54 years,12.0,50200.0
Luxembourg,1985,male,5-14 years,2.0,21700.0
Luxembourg,1985,male,55-74 years,14.0,30200.0
Luxembourg,1985,male,75+ years,6.0,6900.0
Luxembourg,1986,female,15-24 years,0.0,27500.0
Luxembourg,1986,female,25-34 years,4.0,30200.0
Luxembourg,1986,female,35-54 years,2.0,47900.0
Luxembourg,1986,female,5-14 years,0.0,20300.0
Luxembourg,1986,female,55-74 years,7.0,38600.0
Luxembourg,1986,female,75+ years,1.0,13900.0
Luxembourg,1986,male,15-24 years,3.0,27800.0
Luxembourg,1986,male,25-34 years,7.0,30200.0
Luxembourg,1986,male,35-54 years,11.0,50300.0
Luxembourg,1986,male,5-14 years,0.0,21400.0
Luxembourg,1986,male,55-74 years,13.0,30800.0
Luxembourg,1986,male,75+ years,3.0,7100.0
Luxembourg,1987,female,15-24 years,3.0,26500.0
Luxembourg,1987,female,25-34 years,3.0,31200.0
Luxembourg,1987,female,35-54 years,8.0,48600.0
Luxembourg,1987,female,5-14 years,0.0,20200.0
Luxembourg,1987,female,55-74 years,12.0,39000.0
Luxembourg,1987,female,75+ years,3.0,14400.0
Luxembourg,1987,male,15-24 years,4.0,27400.0
Luxembourg,1987,male,25-34 years,10.0,31100.0
Luxembourg,1987,male,35-54 years,19.0,51000.0
Luxembourg,1987,male,5-14 years,0.0,21300.0
Luxembourg,1987,male,55-74 years,9.0,31500.0
Luxembourg,1987,male,75+ years,3.0,7200.0
Luxembourg,1988,female,15-24 years,0.0,25900.0
Luxembourg,1988,female,25-34 years,3.0,31600.0
